时间,日期,总业务量
2019/12/20,19:30,1537679
2019/12/20,20:00,1464836
2019/12/20,20:30,1353546
2019/12/20,21:00,1383017
2019/12/20,21:30,1431635
2019/12/20,22:00,1362964
2019/12/20,22:30,1211977
2019/12/20,23:00,1035874
2019/12/20,23:30,840727
2019/12/21,0:00,746242
2019/12/21,0:30,503198
2019/12/21,1:00,373344
2019/12/21,1:30,286324
2019/12/21,2:00,251051
2019/12/21,2:30,212881
2019/12/21,3:00,178632
2019/12/21,3:30,166290
2019/12/21,4:00,165913
2019/12/21,4:30,181673
2019/12/21,5:00,223243
2019/12/21,5:30,298075
2019/12/21,6:00,420791
2019/12/21,6:30,580282
2019/12/21,7:00,806729
2019/12/21,7:30,941783
2019/12/21,8:00,1122917
2019/12/21,8:30,1217464
2019/12/21,9:00,1370167
2019/12/21,9:30,1398421
2019/12/21,10:00,1563861
2019/12/21,10:30,1593518
2019/12/21,11:00,1586130
2019/12/21,11:30,1632751
2019/12/21,12:00,1603999
2019/12/21,12:30,1534766
2019/12/21,13:00,1442574
2019/12/21,13:30,1384145
2019/12/21,14:00,1404480
2019/12/21,14:30,1401503
2019/12/21,15:00,1409429
2019/12/21,15:30,1408570
2019/12/21,16:00,1443803
2019/12/21,16:30,1429603
2019/12/21,17:00,1428853
2019/12/21,17:30,1403749
2019/12/21,18:00,1413008
2019/12/21,18:30,1434493
2019/12/21,19:00,1472318
2019/12/21,19:30,1418448
2019/12/21,20:00,1461020
2019/12/21,20:30,1449626
2019/12/21,21:00,1379509
2019/12/21,21:30,1381114
2019/12/21,22:00,1307106
2019/12/21,22:30,1168394
2019/12/21,23:00,1010752
2019/12/21,23:30,849554
2019/12/22,0:00,770069
2019/12/22,0:30,541722
2019/12/22,1:00,402502
2019/12/22,1:30,306144
2019/12/22,2:00,248911
2019/12/22,2:30,202506
2019/12/22,3:00,177911
2019/12/22,3:30,162056
2019/12/22,4:00,160408
2019/12/22,4:30,169319
2019/12/22,5:00,206931
2019/12/22,5:30,274208
2019/12/22,6:00,385704
2019/12/22,6:30,515529
2019/12/22,7:00,721048
2019/12/22,7:30,862583
2019/12/22,8:00,1050975
2019/12/22,8:30,1164404
2019/12/22,9:00,1326554
2019/12/22,9:30,1400242
2019/12/22,10:00,1546158
2019/12/22,10:30,1601610
2019/12/22,11:00,1620654
2019/12/22,11:30,1632754
2019/12/22,12:00,1628265
2019/12/22,12:30,1582382
2019/12/22,13:00,1506827
2019/12/22,13:30,1426703
2019/12/22,14:00,1444011
2019/12/22,14:30,1434318
2019/12/22,15:00,1434029
2019/12/22,15:30,1356172
2019/12/22,16:00,1367493
2019/12/22,16:30,1360476
2019/12/22,17:00,1364569
2019/12/22,17:30,1340056
2019/12/22,18:00,1324275
2019/12/22,18:30,1216854
2019/12/22,19:00,1334044
2019/12/22,19:30,1370940
2019/12/22,20:00,1369568
2019/12/22,20:30,1270226
2019/12/22,21:00,1332038
2019/12/22,21:30,1252091
2019/12/22,22:00,1305864
2019/12/22,22:30,1196761
2019/12/22,23:00,1018091
2019/12/22,23:30,820694
2019/12/23,0:00,739623
2019/12/23,0:30,506207
2019/12/23,1:00,357762
2019/12/23,1:30,269093
2019/12/23,2:00,218425
2019/12/23,2:30,181879
2019/12/23,3:00,168573
2019/12/23,3:30,154838
2019/12/23,4:00,157361
2019/12/23,4:30,174259
2019/12/23,5:00,225377
2019/12/23,5:30,313567
2019/12/23,6:00,475325
2019/12/23,6:30,648437
2019/12/23,7:00,858032
2019/12/23,7:30,960243
2019/12/23,8:00,1134709
2019/12/23,8:30,1231952
2019/12/23,9:00,1273213
2019/12/23,9:30,1407223
2019/12/23,10:00,1563043
2019/12/23,10:30,1731957
2019/12/23,11:00,1696341
2019/12/23,11:30,1776525
2019/12/23,12:00,1740188
2019/12/23,12:30,1690708
2019/12/23,13:00,1541615
2019/12/23,13:30,1429640
2019/12/23,14:00,1503971
2019/12/23,14:30,1494965
2019/12/23,15:00,1519427
2019/12/23,15:30,996250
2019/12/23,16:00,1473232
2019/12/23,16:30,1520384
2019/12/23,17:00,1571332
2019/12/23,17:30,1491267
2019/12/23,18:00,1456699
2019/12/23,18:30,1431355
2019/12/23,19:00,1511091
2019/12/23,19:30,1486022
2019/12/23,20:00,1408490
2019/12/23,20:30,1408690
2019/12/23,21:00,1478740
2019/12/23,21:30,1446184
2019/12/23,22:00,1364849
2019/12/23,22:30,1243473
2019/12/23,23:00,1002008
2019/12/23,23:30,801973
2019/12/24,0:00,699538
2019/12/24,0:30,490902
2019/12/24,1:00,360117
2019/12/24,1:30,275187
2019/12/24,2:00,225228
2019/12/24,2:30,187002
2019/12/24,3:00,166325
2019/12/24,3:30,154030
2019/12/24,4:00,154961
2019/12/24,4:30,169247
2019/12/24,5:00,209406
2019/12/24,5:30,284190
2019/12/24,6:00,428968
2019/12/24,6:30,606630
2019/12/24,7:00,905183
2019/12/24,7:30,1035444
2019/12/24,8:00,1257468
2019/12/24,8:30,1464102
2019/12/24,9:00,1688647
2019/12/24,9:30,1830922
2019/12/24,10:00,1983533
2019/12/24,10:30,1969195
2019/12/24,11:00,2079848
2019/12/24,11:30,2025254
2019/12/24,12:00,2093084
2019/12/24,12:30,2039236
2019/12/24,13:00,1807730
2019/12/24,13:30,1701698
2019/12/24,14:00,1679678
2019/12/24,14:30,1647794
2019/12/24,15:00,1654975
2019/12/24,15:30,1638390
2019/12/24,16:00,1626169
2019/12/24,16:30,1587004
2019/12/24,17:00,1534658
2019/12/24,17:30,1548677
2019/12/24,18:00,1540812
2019/12/24,18:30,1547104
2019/12/24,19:00,1542583
2019/12/24,19:30,1528377
2019/12/24,20:00,1568007
2019/12/24,20:30,1497446
2019/12/24,21:00,1441022
2019/12/24,21:30,1444480
2019/12/24,22:00,1182511
2019/12/24,22:30,1306486
2019/12/24,23:00,1060932
2019/12/24,23:30,829768
2019/12/25,0:00,640068
2019/12/25,0:30,451450
2019/12/25,1:00,356645
2019/12/25,1:30,265726
2019/12/25,2:00,234462
2019/12/25,2:30,213516
2019/12/25,3:00,191845
2019/12/25,3:30,176402
2019/12/25,4:00,177633
2019/12/25,4:30,196425
2019/12/25,5:00,245001
2019/12/25,5:30,342839
2019/12/25,6:00,516466
2019/12/25,6:30,713936
2019/12/25,7:00,961873
2019/12/25,7:30,1085682
2019/12/25,8:00,1340754
2019/12/25,8:30,1511206
2019/12/25,9:00,1958029
2019/12/25,9:30,1546818
2019/12/25,10:00,1881268
2019/12/25,10:30,1846675
2019/12/25,11:00,2008215
2019/12/25,11:30,1925735
2019/12/25,12:00,1915425
2019/12/25,12:30,1765612
2019/12/25,13:00,1642260
2019/12/25,13:30,1544319
2019/12/25,14:00,1614967
2019/12/25,14:30,1538107
2019/12/25,15:00,1689341
2019/12/25,15:30,1567070
2019/12/25,16:00,1592375
2019/12/25,16:30,1727019
2019/12/25,17:00,1675658
2019/12/25,17:30,1640103
2019/12/25,18:00,1657338
2019/12/25,18:30,1659141
2019/12/25,19:00,1647670
2019/12/25,19:30,1643953
2019/12/25,20:00,1605365
2019/12/25,20:30,1611966
2019/12/25,21:00,1577312
2019/12/25,21:30,1545115
2019/12/25,22:00,1445243
2019/12/25,22:30,1332177
2019/12/25,23:00,1095045
2019/12/25,23:30,882660
2019/12/26,0:00,765221
2019/12/26,0:30,536709
2019/12/26,1:00,387646
2019/12/26,1:30,294146
2019/12/26,2:00,237441
2019/12/26,2:30,210176
2019/12/26,3:00,189023
2019/12/26,3:30,172500
2019/12/26,4:00,171733
2019/12/26,4:30,193162
2019/12/26,5:00,249663
2019/12/26,5:30,352170
2019/12/26,6:00,517240
2019/12/26,6:30,724405
2019/12/26,7:00,970125
2019/12/26,7:30,1089360
2019/12/26,8:00,1337402
2019/12/26,8:30,1448922
2019/12/26,9:00,1548984
2019/12/26,9:30,1783084
2019/12/26,10:00,1876607
2019/12/26,10:30,1953818
2019/12/26,11:00,2071128
2019/12/26,11:30,2110550
2019/12/26,12:00,2010890
2019/12/26,12:30,1947074
2019/12/26,13:00,1711856
2019/12/26,13:30,1573122
2019/12/26,14:00,1732663
2019/12/26,14:30,1828360
2019/12/26,15:00,1729781
2019/12/26,15:30,1749812
2019/12/26,16:00,1691506
2019/12/26,16:30,1836745
2019/12/26,17:00,1779103
2019/12/26,17:30,1790004
2019/12/26,18:00,1721615
2019/12/26,18:30,1691608
2019/12/26,19:00,1605200
2019/12/26,19:30,1697333
2019/12/26,20:00,1698190
2019/12/26,20:30,1649557
2019/12/26,21:00,1661794
2019/12/26,21:30,1623468
2019/12/26,22:00,1366020
2019/12/26,22:30,1480016
2019/12/26,23:00,1022020
2019/12/26,23:30,651101
2019/12/27,0:00,528506
2019/12/27,0:30,419548
2019/12/27,1:00,305423
2019/12/27,1:30,239644
2019/12/27,2:00,213774
2019/12/27,2:30,186760
2019/12/27,3:00,167536
2019/12/27,3:30,162721
2019/12/27,4:00,181156
2019/12/27,4:30,199167
2019/12/27,5:00,257780
2019/12/27,5:30,362074
2019/12/27,6:00,557925
2019/12/27,6:30,758093
2019/12/27,7:00,1048196
2019/12/27,7:30,1187703
2019/12/27,8:00,1463989
2019/12/27,8:30,1422862
2019/12/27,9:00,1620929
2019/12/27,9:30,1754103
2019/12/27,10:00,1968467
2019/12/27,10:30,1893047
2019/12/27,11:00,1845437
2019/12/27,11:30,1945125
2019/12/27,12:00,2049481
2019/12/27,12:30,2016949
2019/12/27,13:00,1858273
2019/12/27,13:30,1770672
2019/12/27,14:00,1849285
2019/12/27,14:30,1840780
2019/12/27,15:00,1820427
2019/12/27,15:30,1903957
2019/12/27,16:00,1896069
2019/12/27,16:30,1806498
2019/12/27,17:00,1834420
2019/12/27,17:30,1883741
2019/12/27,18:00,1790658
2019/12/27,18:30,1811934
2019/12/27,19:00,1837913
2019/12/27,19:30,1821874
2019/12/27,20:00,1811329
2019/12/27,20:30,1773811
2019/12/27,21:00,1639519
2019/12/27,21:30,1692408
2019/12/27,22:00,1519488
2019/12/27,22:30,1454034
2019/12/27,23:00,1205192
2019/12/27,23:30,992250
2019/12/28,0:00,900082
2019/12/28,0:30,631255
2019/12/28,1:00,467833
2019/12/28,1:30,352735
2019/12/28,2:00,283503
2019/12/28,2:30,233831
2019/12/28,3:00,206296
2019/12/28,3:30,188502
2019/12/28,4:00,191455
2019/12/28,4:30,200673
2019/12/28,5:00,248861
2019/12/28,5:30,335161
2019/12/28,6:00,481898
2019/12/28,6:30,673924
2019/12/28,7:00,964972
2019/12/28,7:30,1130093
2019/12/28,8:00,1364717
2019/12/28,8:30,1461288
2019/12/28,9:00,1626292
2019/12/28,9:30,1765921
2019/12/28,10:00,1882621
2019/12/28,10:30,1926287
2019/12/28,11:00,1977739
2019/12/28,11:30,1931443
2019/12/28,12:00,1897540
2019/12/28,12:30,1759323
2019/12/28,13:00,1732544
2019/12/28,13:30,1620451
2019/12/28,14:00,1620665
2019/12/28,14:30,1621801
2019/12/28,15:00,1656434
2019/12/28,15:30,1640169
2019/12/28,16:00,1554892
2019/12/28,16:30,1676064
2019/12/28,17:00,1643996
2019/12/28,17:30,1633207
2019/12/28,18:00,1748368
2019/12/28,18:30,1750544
2019/12/28,19:00,1725147
2019/12/28,19:30,1658489
2019/12/28,20:00,1715731
2019/12/28,20:30,1739784
2019/12/28,21:00,1651877
2019/12/28,21:30,1521266
2019/12/28,22:00,1267294
2019/12/28,22:30,1129773
2019/12/28,23:00,1086224
2019/12/28,23:30,1003851
2019/12/29,0:00,895988
2019/12/29,0:30,634904
2019/12/29,1:00,475057
2019/12/29,1:30,364356
2019/12/29,2:00,289955
2019/12/29,2:30,239663
2019/12/29,3:00,209542
2019/12/29,3:30,190096
2019/12/29,4:00,187603
2019/12/29,4:30,193826
2019/12/29,5:00,232367
2019/12/29,5:30,307092
2019/12/29,6:00,440078
2019/12/29,6:30,603097
2019/12/29,7:00,828594
2019/12/29,7:30,994906
2019/12/29,8:00,1246751
2019/12/29,8:30,1453295
2019/12/29,9:00,1625380
2019/12/29,9:30,1747136
2019/12/29,10:00,1888358
2019/12/29,10:30,1812297
2019/12/29,11:00,2009604
2019/12/29,11:30,1996943
2019/12/29,12:00,1994022
2019/12/29,12:30,1892213
2019/12/29,13:00,1739113
2019/12/29,13:30,1700853
2019/12/29,14:00,1654518
2019/12/29,14:30,1684657
2019/12/29,15:00,1688652
2019/12/29,15:30,1679375
2019/12/29,16:00,1722993
2019/12/29,16:30,1616312
2019/12/29,17:00,1720062
2019/12/29,17:30,1717862
2019/12/29,18:00,1767132
2019/12/29,18:30,1727962
2019/12/29,19:00,1751084
2019/12/29,19:30,1832635
2019/12/29,20:00,1722013
2019/12/29,20:30,1732240
2019/12/29,21:00,1741093
2019/12/29,21:30,1703858
2019/12/29,22:00,1457016
2019/12/29,22:30,1415660
2019/12/29,23:00,1243480
2019/12/29,23:30,1010166
2019/12/30,0:00,881471
2019/12/30,0:30,603824
2019/12/30,1:00,437742
2019/12/30,1:30,334978
2019/12/30,2:00,268578
2019/12/30,2:30,227740
2019/12/30,3:00,204519
2019/12/30,3:30,190646
2019/12/30,4:00,198097
2019/12/30,4:30,217636
2019/12/30,5:00,275804
2019/12/30,5:30,391575
2019/12/30,6:00,567853
2019/12/30,6:30,781480
2019/12/30,7:00,1049607
2019/12/30,7:30,1206173
2019/12/30,8:00,1419276
2019/12/30,8:30,1582725
2019/12/30,9:00,1668922
2019/12/30,9:30,1855194
2019/12/30,10:00,1977419
2019/12/30,10:30,2082318
2019/12/30,11:00,2262330
2019/12/30,11:30,2226645
2019/12/30,12:00,2154626
2019/12/30,12:30,2162542
2019/12/30,13:00,2052135
2019/12/30,13:30,1906361
2019/12/30,14:00,1909665
2019/12/30,14:30,1907308
2019/12/30,15:00,1960987
2019/12/30,15:30,1975945
2019/12/30,16:00,1946569
2019/12/30,16:30,1818068
2019/12/30,17:00,1914155
2019/12/30,17:30,1984402
2019/12/30,18:00,1952688
2019/12/30,18:30,1988319
2019/12/30,19:00,1935798
2019/12/30,19:30,2058075
2019/12/30,20:00,2042948
2019/12/30,20:30,1948750
2019/12/30,21:00,2002423
2019/12/30,21:30,1962199
2019/12/30,22:00,1872390
2019/12/30,22:30,1632720
2019/12/30,23:00,1416136
2019/12/30,23:30,1181973
2019/12/31,0:00,1102377
2019/12/31,0:30,733366
2019/12/31,1:00,547241
2019/12/31,1:30,388443
2019/12/31,2:00,314281
2019/12/31,2:30,262268
2019/12/31,3:00,235698
2019/12/31,3:30,220948
2019/12/31,4:00,226553
2019/12/31,4:30,250186
2019/12/31,5:00,322014
2019/12/31,5:30,454515
2019/12/31,6:00,685639
2019/12/31,6:30,945106
2019/12/31,7:00,1270669
2019/12/31,7:30,1465346
2019/12/31,8:00,1769599
2019/12/31,8:30,1808066
2019/12/31,9:00,2082223
2019/12/31,9:30,2175815
2019/12/31,10:00,2269537
2019/12/31,10:30,2308405
2019/12/31,11:00,2457658
2019/12/31,11:30,2439901
2019/12/31,12:00,2358804
2019/12/31,12:30,2323788
2019/12/31,13:00,2206300
2019/12/31,13:30,2196109
2019/12/31,14:00,2044479
2019/12/31,14:30,2153210
2019/12/31,15:00,2276912
2019/12/31,15:30,2147984
2019/12/31,16:00,2375313
2019/12/31,16:30,2310589
2019/12/31,17:00,2341650
2019/12/31,17:30,2150353
2019/12/31,18:00,2368959
2019/12/31,18:30,2422133
2019/12/31,19:00,2372095
2019/12/31,19:30,2369047
2019/12/31,20:00,2321103
2019/12/31,20:30,2365255
2019/12/31,21:00,2438615
2019/12/31,21:30,2525482
2019/12/31,22:00,2496308
2019/12/31,22:30,2320126
2019/12/31,23:00,2090601
2019/12/31,23:30,1840151
2020/1/1,0:00,2507283
2020/1/1,0:30,1599040
2020/1/1,1:00,1133342
2020/1/1,1:30,790365
2020/1/1,2:00,611793
2020/1/1,2:30,496711
2020/1/1,3:00,424384
2020/1/1,3:30,383361
2020/1/1,4:00,384775
2020/1/1,4:30,419865
2020/1/1,5:00,521504
2020/1/1,5:30,688594
2020/1/1,6:00,973792
2020/1/1,6:30,1322164
2020/1/1,7:00,1872340
2020/1/1,7:30,2212640
2020/1/1,8:00,2519595
2020/1/1,8:30,2656585
2020/1/1,9:00,3261265
2020/1/1,9:30,2974692
2020/1/1,10:00,3096973
2020/1/1,10:30,3021755
2020/1/1,11:00,3189726
2020/1/1,11:30,3069349
2020/1/1,12:00,2770641
2020/1/1,12:30,2617728
2020/1/1,13:00,2635949
2020/1/1,13:30,2501924
2020/1/1,14:00,2432078
2020/1/1,14:30,2359262
2020/1/1,15:00,2316404
2020/1/1,15:30,2276344
2020/1/1,16:00,2125643
2020/1/1,16:30,2187176
2020/1/1,17:00,2134034
2020/1/1,17:30,1982103
2020/1/1,18:00,2091799
2020/1/1,18:30,2112621
2020/1/1,19:00,2018900
2020/1/1,19:30,2114697
2020/1/1,20:00,2039943
2020/1/1,20:30,2121556
2020/1/1,21:00,1930044
2020/1/1,21:30,1984056
2020/1/1,22:00,1855081
2020/1/1,22:30,1646868
2020/1/1,23:00,1385359
2020/1/1,23:30,1108404
2020/1/2,0:00,972734
2020/1/2,0:30,706601
2020/1/2,1:00,518136
2020/1/2,1:30,386825
2020/1/2,2:00,317469
2020/1/2,2:30,266136
2020/1/2,3:00,241907
2020/1/2,3:30,227479
2020/1/2,4:00,234745
2020/1/2,4:30,258727
2020/1/2,5:00,337328
2020/1/2,5:30,485188
2020/1/2,6:00,745141
2020/1/2,6:30,1038116
2020/1/2,7:00,1406330
2020/1/2,7:30,1643564
2020/1/2,8:00,1898443
2020/1/2,8:30,2183944
2020/1/2,9:00,2363127
2020/1/2,9:30,2378393
2020/1/2,10:00,2583486
2020/1/2,10:30,2444784
2020/1/2,11:00,2603666
2020/1/2,11:30,2498051
2020/1/2,12:00,2214541
2020/1/2,12:30,2291435
2020/1/2,13:00,2148205
2020/1/2,13:30,2007982
2020/1/2,14:00,1852743
2020/1/2,14:30,2032167
2020/1/2,15:00,2135794
2020/1/2,15:30,1939304
2020/1/2,16:00,1944850
2020/1/2,16:30,1985097
2020/1/2,17:00,1936186
2020/1/2,17:30,2004693
2020/1/2,18:00,1981896
2020/1/2,18:30,2017546
2020/1/2,19:00,1909069
2020/1/2,19:30,1871071
2020/1/2,20:00,1863251
2020/1/2,20:30,1848215
2020/1/2,21:00,1672469
2020/1/2,21:30,1638561
2020/1/2,22:00,1726665
2020/1/2,22:30,1430099
2020/1/2,23:00,1260296
2020/1/2,23:30,1009920
2020/1/3,0:00,892839
2020/1/3,0:30,675545
2020/1/3,1:00,524635
2020/1/3,1:30,422307
2020/1/3,2:00,311035
2020/1/3,2:30,250645
2020/1/3,3:00,223747
2020/1/3,3:30,206758
2020/1/3,4:00,206335
2020/1/3,4:30,224999
2020/1/3,5:00,288997
2020/1/3,5:30,413022
2020/1/3,6:00,642999
2020/1/3,6:30,913047
2020/1/3,7:00,1244178
2020/1/3,7:30,1401842
2020/1/3,8:00,1753704
2020/1/3,8:30,1862628
2020/1/3,9:00,1943908
2020/1/3,9:30,2116304
2020/1/3,10:00,2290175
2020/1/3,10:30,2195777
2020/1/3,11:00,2185748
2020/1/3,11:30,2187256
2020/1/3,12:00,2060223
2020/1/3,12:30,2210026
2020/1/3,13:00,2040748
2020/1/3,13:30,1942954
2020/1/3,14:00,1936269
2020/1/3,14:30,1987329
2020/1/3,15:00,1941998
2020/1/3,15:30,1909022
2020/1/3,16:00,1845986
2020/1/3,16:30,1817052
2020/1/3,17:00,1858036
2020/1/3,17:30,1885752
2020/1/3,18:00,1714945
2020/1/3,18:30,1647644
2020/1/3,19:00,1656501
2020/1/3,19:30,1740007
2020/1/3,20:00,1802525
2020/1/3,20:30,1622350
2020/1/3,21:00,1584616
2020/1/3,21:30,1520871
2020/1/3,22:00,1544370
2020/1/3,22:30,1376665
2020/1/3,23:00,1090875
2020/1/3,23:30,899989
2020/1/4,0:00,725043
2020/1/4,0:30,581944
2020/1/4,1:00,421811
2020/1/4,1:30,318646
2020/1/4,2:00,262548
2020/1/4,2:30,223315
2020/1/4,3:00,202140
2020/1/4,3:30,183720
2020/1/4,4:00,184198
2020/1/4,4:30,200064
2020/1/4,5:00,249630
2020/1/4,5:30,335163
2020/1/4,6:00,484455
2020/1/4,6:30,665014
2020/1/4,7:00,930021
2020/1/4,7:30,1090479
2020/1/4,8:00,1304732
2020/1/4,8:30,1418072
2020/1/4,9:00,1521415
2020/1/4,9:30,1535849
2020/1/4,10:00,1780120
2020/1/4,10:30,1806831
2020/1/4,11:00,1737321
2020/1/4,11:30,1817143
2020/1/4,12:00,1731067
2020/1/4,12:30,1745385
2020/1/4,13:00,1595942
2020/1/4,13:30,1471210
2020/1/4,14:00,1626842
2020/1/4,14:30,1527848
2020/1/4,15:00,1500030
2020/1/4,15:30,1563243
2020/1/4,16:00,1609529
2020/1/4,16:30,1587216
2020/1/4,17:00,1525636
2020/1/4,17:30,1469365
2020/1/4,18:00,1488600
2020/1/4,18:30,1475258
2020/1/4,19:00,1611435
2020/1/4,19:30,1547208
2020/1/4,20:00,1574458
2020/1/4,20:30,1531182
2020/1/4,21:00,1511304
2020/1/4,21:30,1350590
2020/1/4,22:00,1248674
2020/1/4,22:30,1097827
2020/1/4,23:00,1059677
2020/1/4,23:30,876618
2020/1/5,0:00,788775
2020/1/5,0:30,581829
2020/1/5,1:00,444257
2020/1/5,1:30,332940
2020/1/5,2:00,271491
2020/1/5,2:30,226223
2020/1/5,3:00,198512
2020/1/5,3:30,186160
2020/1/5,4:00,184602
2020/1/5,4:30,201180
2020/1/5,5:00,236959
2020/1/5,5:30,306619
2020/1/5,6:00,436153
2020/1/5,6:30,591934
2020/1/5,7:00,842313
2020/1/5,7:30,1004461
2020/1/5,8:00,1245096
2020/1/5,8:30,1285586
2020/1/5,9:00,1521991
2020/1/5,9:30,1483442
2020/1/5,10:00,1685303
2020/1/5,10:30,1763553
2020/1/5,11:00,1632732
2020/1/5,11:30,1591823
2020/1/5,12:00,1626812
2020/1/5,12:30,1584241
2020/1/5,13:00,1484128
2020/1/5,13:30,1352912
2020/1/5,14:00,1435629
2020/1/5,14:30,1513956
2020/1/5,15:00,1545002
2020/1/5,15:30,1516338
2020/1/5,16:00,1520817
2020/1/5,16:30,1546343
2020/1/5,17:00,1523820
2020/1/5,17:30,1386098
2020/1/5,18:00,1423945
2020/1/5,18:30,1539229
2020/1/5,19:00,1526122
2020/1/5,19:30,1507555
2020/1/5,20:00,1461498
2020/1/5,20:30,1519943
2020/1/5,21:00,1376211
2020/1/5,21:30,1432269
2020/1/5,22:00,1342523
2020/1/5,22:30,1193133
2020/1/5,23:00,994315
2020/1/5,23:30,754821
2020/1/6,0:00,730029
2020/1/6,0:30,522754
2020/1/6,1:00,404418
2020/1/6,1:30,312497
2020/1/6,2:00,249398
2020/1/6,2:30,207891
2020/1/6,3:00,185752
2020/1/6,3:30,173769
2020/1/6,4:00,178224
2020/1/6,4:30,195873
2020/1/6,5:00,247087
2020/1/6,5:30,337739
2020/1/6,6:00,512726
2020/1/6,6:30,696330
2020/1/6,7:00,929770
2020/1/6,7:30,1052248
2020/1/6,8:00,1278422
2020/1/6,8:30,1436915
2020/1/6,9:00,1539471
2020/1/6,9:30,1592647
2020/1/6,10:00,2022286
2020/1/6,10:30,2006194
2020/1/6,11:00,1903647
2020/1/6,11:30,1993246
2020/1/6,12:00,1848247
2020/1/6,12:30,1904554
2020/1/6,13:00,1759276
2020/1/6,13:30,1642344
2020/1/6,14:00,1544838
2020/1/6,14:30,1598730
2020/1/6,15:00,1505204
2020/1/6,15:30,1587153
2020/1/6,16:00,1576633
2020/1/6,16:30,1507167
2020/1/6,17:00,1559831
2020/1/6,17:30,1504297
2020/1/6,18:00,1480067
2020/1/6,18:30,1492831
2020/1/6,19:00,1596702
2020/1/6,19:30,1536394
2020/1/6,20:00,1524171
2020/1/6,20:30,1409266
2020/1/6,21:00,1356952
2020/1/6,21:30,1410321
2020/1/6,22:00,1374957
2020/1/6,22:30,1145428
2020/1/6,23:00,1012485
2020/1/6,23:30,826859
2020/1/7,0:00,703391
2020/1/7,0:30,522856
2020/1/7,1:00,386572
2020/1/7,1:30,291874
2020/1/7,2:00,234076
2020/1/7,2:30,195541
2020/1/7,3:00,171756
2020/1/7,3:30,164466
2020/1/7,4:00,169483
2020/1/7,4:30,184995
2020/1/7,5:00,232321
2020/1/7,5:30,319420
2020/1/7,6:00,480124
2020/1/7,6:30,659067
2020/1/7,7:00,865616
2020/1/7,7:30,980228
2020/1/7,8:00,1202461
2020/1/7,8:30,1274786
2020/1/7,9:00,1416064
2020/1/7,9:30,1604616
2020/1/7,10:00,1748755
2020/1/7,10:30,1774880
2020/1/7,11:00,1773650
2020/1/7,11:30,1587646
2020/1/7,12:00,1647735
2020/1/7,12:30,1736188
2020/1/7,13:00,1579486
2020/1/7,13:30,1578940
2020/1/7,14:00,1572778
2020/1/7,14:30,1566734
2020/1/7,15:00,1475097
2020/1/7,15:30,1429516
2020/1/7,16:00,1491329
2020/1/7,16:30,1369536
2020/1/7,17:00,1444920
2020/1/7,17:30,1422327
2020/1/7,18:00,1390367
2020/1/7,18:30,1498546
2020/1/7,19:00,1435934
2020/1/7,19:30,1495261
2020/1/7,20:00,1388896
2020/1/7,20:30,1451777
2020/1/7,21:00,1420248
2020/1/7,21:30,1387734
2020/1/7,22:00,1227303
2020/1/7,22:30,1107968
2020/1/7,23:00,824397
2020/1/7,23:30,676681
2020/1/8,0:00,703803
2020/1/8,0:30,480761
2020/1/8,1:00,341765
2020/1/8,1:30,254902
2020/1/8,2:00,203703
2020/1/8,2:30,174035
2020/1/8,3:00,159434
2020/1/8,3:30,163482
2020/1/8,4:00,168360
2020/1/8,4:30,188299
2020/1/8,5:00,250131
2020/1/8,5:30,340820
2020/1/8,6:00,498596
2020/1/8,6:30,721856
2020/1/8,7:00,993948
2020/1/8,7:30,1096711
2020/1/8,8:00,1270191
2020/1/8,8:30,1441424
2020/1/8,9:00,1651014
2020/1/8,9:30,1693527
2020/1/8,10:00,1841709
2020/1/8,10:30,1902917
2020/1/8,11:00,1905158
2020/1/8,11:30,1877056
2020/1/8,12:00,1876228
2020/1/8,12:30,1779642
2020/1/8,13:00,1631804
2020/1/8,13:30,1603438
2020/1/8,14:00,1548055
2020/1/8,14:30,1609741
2020/1/8,15:00,1745191
2020/1/8,15:30,1647000
2020/1/8,16:00,1702872
2020/1/8,16:30,1558553
2020/1/8,17:00,1582242
2020/1/8,17:30,1563897
2020/1/8,18:00,1515158
2020/1/8,18:30,1518458
2020/1/8,19:00,1507556
2020/1/8,19:30,1494535
2020/1/8,20:00,1364675
2020/1/8,20:30,1478134
2020/1/8,21:00,1402291
2020/1/8,21:30,1389233
2020/1/8,22:00,1286763
2020/1/8,22:30,1072944
2020/1/8,23:00,977847
2020/1/8,23:30,774245
2020/1/9,0:00,718833
2020/1/9,0:30,533034
2020/1/9,1:00,391343
2020/1/9,1:30,306622
2020/1/9,2:00,254912
2020/1/9,2:30,212179
2020/1/9,3:00,189734
2020/1/9,3:30,176658
2020/1/9,4:00,171927
2020/1/9,4:30,191913
2020/1/9,5:00,239283
2020/1/9,5:30,323545
2020/1/9,6:00,480995
2020/1/9,6:30,661844
2020/1/9,7:00,904952
2020/1/9,7:30,1033508
2020/1/9,8:00,1242227
2020/1/9,8:30,1390569
2020/1/9,9:00,1518561
2020/1/9,9:30,1713746
2020/1/9,10:00,1853354
2020/1/9,10:30,1902070
2020/1/9,11:00,1990250
2020/1/9,11:30,1979767
2020/1/9,12:00,1855630
2020/1/9,12:30,1931989
2020/1/9,13:00,1836417
2020/1/9,13:30,1724471
2020/1/9,14:00,1741309
2020/1/9,14:30,1719924
2020/1/9,15:00,1746384
2020/1/9,15:30,1761779
