时间,日期,总业务量
2020/1/9,16:00,1702711
2020/1/9,16:30,1633567
2020/1/9,17:00,1718792
2020/1/9,17:30,1637634
2020/1/9,18:00,1603792
2020/1/9,18:30,1579612
2020/1/9,19:00,1588737
2020/1/9,19:30,1596672
2020/1/9,20:00,1580984
2020/1/9,20:30,1543090
2020/1/9,21:00,1462245
2020/1/9,21:30,1394112
2020/1/9,22:00,1299532
2020/1/9,22:30,1266572
2020/1/9,23:00,846235
2020/1/9,23:30,627300
2020/1/10,0:00,504308
2020/1/10,0:30,341610
2020/1/10,1:00,243523
2020/1/10,1:30,192669
2020/1/10,2:00,192533
2020/1/10,2:30,168429
2020/1/10,3:00,162912
2020/1/10,3:30,141573
2020/1/10,4:00,160605
2020/1/10,4:30,177318
2020/1/10,5:00,245070
2020/1/10,5:30,347075
2020/1/10,6:00,503850
2020/1/10,6:30,688192
2020/1/10,7:00,938265
2020/1/10,7:30,1059749
2020/1/10,8:00,1284717
2020/1/10,8:30,1417368
2020/1/10,9:00,1568923
2020/1/10,9:30,1675742
2020/1/10,10:00,1913747
2020/1/10,10:30,1863203
2020/1/10,11:00,1985344
2020/1/10,11:30,1999663
2020/1/10,12:00,1968423
2020/1/10,12:30,1927939
2020/1/10,13:00,1847722
2020/1/10,13:30,1798476
2020/1/10,14:00,1849919
2020/1/10,14:30,1834740
2020/1/10,15:00,1844927
2020/1/10,15:30,1800986
2020/1/10,16:00,1791298
2020/1/10,16:30,1759024
2020/1/10,17:00,1788145
2020/1/10,17:30,1720448
2020/1/10,18:00,1695248
2020/1/10,18:30,1682029
2020/1/10,19:00,1711758
2020/1/10,19:30,1699742
2020/1/10,20:00,1554523
2020/1/10,20:30,1642798
2020/1/10,21:00,1614612
2020/1/10,21:30,1420284
2020/1/10,22:00,120667
2020/1/10,22:30,1387002
2020/1/10,23:00,1156907
2020/1/10,23:30,956390
2020/1/11,0:00,843367
2020/1/11,0:30,597223
2020/1/11,1:00,443638
2020/1/11,1:30,337133
2020/1/11,2:00,270945
2020/1/11,2:30,228130
2020/1/11,3:00,203127
2020/1/11,3:30,188248
2020/1/11,4:00,191929
2020/1/11,4:30,211096
2020/1/11,5:00,260580
2020/1/11,5:30,339225
2020/1/11,6:00,480588
2020/1/11,6:30,648972
2020/1/11,7:00,902895
2020/1/11,7:30,1060303
2020/1/11,8:00,1277720
2020/1/11,8:30,1371009
2020/1/11,9:00,1562814
2020/1/11,9:30,1592554
2020/1/11,10:00,1712145
2020/1/11,10:30,1772046
2020/1/11,11:00,1767729
2020/1/11,11:30,1657536
2020/1/11,12:00,1724278
2020/1/11,12:30,1664862
2020/1/11,13:00,1563358
2020/1/11,13:30,1487011
2020/1/11,14:00,1510416
2020/1/11,14:30,1487466
2020/1/11,15:00,1442011
2020/1/11,15:30,1396793
2020/1/11,16:00,1493429
2020/1/11,16:30,1471922
2020/1/11,17:00,1477351
2020/1/11,17:30,1447480
2020/1/11,18:00,1443618
2020/1/11,18:30,1448044
2020/1/11,19:00,1482909
2020/1/11,19:30,1484845
2020/1/11,20:00,1506096
2020/1/11,20:30,1491087
2020/1/11,21:00,1464067
2020/1/11,21:30,1427845
2020/1/11,22:00,1366840
2020/1/11,22:30,1251400
2020/1/11,23:00,1062475
2020/1/11,23:30,877444
2020/1/12,0:00,777818
2020/1/12,0:30,563409
2020/1/12,1:00,416701
2020/1/12,1:30,319013
2020/1/12,2:00,252903
2020/1/12,2:30,211938
2020/1/12,3:00,187888
2020/1/12,3:30,174402
2020/1/12,4:00,175965
2020/1/12,4:30,190501
2020/1/12,5:00,234146
2020/1/12,5:30,300644
2020/1/12,6:00,417181
2020/1/12,6:30,565551
2020/1/12,7:00,798485
2020/1/12,7:30,944520
2020/1/12,8:00,1137029
2020/1/12,8:30,1242780
2020/1/12,9:00,1413761
2020/1/12,9:30,1445169
2020/1/12,10:00,1606463
2020/1/12,10:30,1569738
2020/1/12,11:00,1633419
2020/1/12,11:30,1546777
2020/1/12,12:00,1579095
2020/1/12,12:30,1478297
2020/1/12,13:00,1461789
2020/1/12,13:30,1382581
2020/1/12,14:00,1405178
2020/1/12,14:30,1399349
2020/1/12,15:00,1398041
2020/1/12,15:30,1404997
2020/1/12,16:00,1427446
2020/1/12,16:30,1433879
2020/1/12,17:00,1419954
2020/1/12,17:30,1398206
2020/1/12,18:00,1396841
2020/1/12,18:30,1411516
2020/1/12,19:00,1446660
2020/1/12,19:30,1459955
2020/1/12,20:00,1498292
2020/1/12,20:30,1492362
2020/1/12,21:00,1529965
2020/1/12,21:30,1491267
2020/1/12,22:00,1406246
2020/1/12,22:30,1269917
2020/1/12,23:00,1054380
2020/1/12,23:30,857550
2020/1/13,0:00,748082
2020/1/13,0:30,543786
2020/1/13,1:00,396805
2020/1/13,1:30,299193
2020/1/13,2:00,245167
2020/1/13,2:30,206942
2020/1/13,3:00,183614
2020/1/13,3:30,172063
2020/1/13,4:00,176562
2020/1/13,4:30,194747
2020/1/13,5:00,247927
2020/1/13,5:30,335450
2020/1/13,6:00,486625
2020/1/13,6:30,654195
2020/1/13,7:00,902908
2020/1/13,7:30,1032007
2020/1/13,8:00,1219910
2020/1/13,8:30,1339742
2020/1/13,9:00,1497841
2020/1/13,9:30,1501465
2020/1/13,10:00,1708512
2020/1/13,10:30,1707373
2020/1/13,11:00,1765561
2020/1/13,11:30,1748954
2020/1/13,12:00,1761204
2020/1/13,12:30,1729462
2020/1/13,13:00,1585952
2020/1/13,13:30,1625048
2020/1/13,14:00,1572390
2020/1/13,14:30,1669956
2020/1/13,15:00,1677254
2020/1/13,15:30,1595614
2020/1/13,16:00,1679218
2020/1/13,16:30,1620606
2020/1/13,17:00,1667143
2020/1/13,17:30,1591861
2020/1/13,18:00,1553758
2020/1/13,18:30,1581272
2020/1/13,19:00,1603874
2020/1/13,19:30,1518978
2020/1/13,20:00,1620138
2020/1/13,20:30,1568805
2020/1/13,21:00,1568316
2020/1/13,21:30,1528665
2020/1/13,22:00,1458432
2020/1/13,22:30,1299865
2020/1/13,23:00,1083913
2020/1/13,23:30,886849
2020/1/14,0:00,787403
2020/1/14,0:30,571241
2020/1/14,1:00,409575
2020/1/14,1:30,305838
2020/1/14,2:00,249869
2020/1/14,2:30,212989
2020/1/14,3:00,196936
2020/1/14,3:30,183511
2020/1/14,4:00,185116
2020/1/14,4:30,203760
2020/1/14,5:00,251653
2020/1/14,5:30,335452
2020/1/14,6:00,480501
2020/1/14,6:30,654748
2020/1/14,7:00,894945
2020/1/14,7:30,1021210
2020/1/14,8:00,1203611
2020/1/14,8:30,1312210
2020/1/14,9:00,1454928
2020/1/14,9:30,1591314
2020/1/14,10:00,1703044
2020/1/14,10:30,1722854
2020/1/14,11:00,1679293
2020/1/14,11:30,1784910
2020/1/14,12:00,1734900
2020/1/14,12:30,1720152
2020/1/14,13:00,1616317
2020/1/14,13:30,1556224
2020/1/14,14:00,1686623
2020/1/14,14:30,1700147
2020/1/14,15:00,1732639
2020/1/14,15:30,1618612
2020/1/14,16:00,1719488
2020/1/14,16:30,1660342
2020/1/14,17:00,1584913
2020/1/14,17:30,1631302
2020/1/14,18:00,1610022
2020/1/14,18:30,1542326
2020/1/14,19:00,1652061
2020/1/14,19:30,1663921
2020/1/14,20:00,1672534
2020/1/14,20:30,1666071
2020/1/14,21:00,1632467
2020/1/14,21:30,1575667
2020/1/14,22:00,1465825
2020/1/14,22:30,1218845
2020/1/14,23:00,988020
2020/1/14,23:30,793661
2020/1/15,0:00,696649
2020/1/15,0:30,494624
2020/1/15,1:00,370975
2020/1/15,1:30,294633
2020/1/15,2:00,277307
2020/1/15,2:30,225897
2020/1/15,3:00,201647
2020/1/15,3:30,193901
2020/1/15,4:00,189618
2020/1/15,4:30,209730
2020/1/15,5:00,261094
2020/1/15,5:30,348120
2020/1/15,6:00,501993
2020/1/15,6:30,683679
2020/1/15,7:00,952729
2020/1/15,7:30,1085164
2020/1/15,8:00,1308554
2020/1/15,8:30,1488384
2020/1/15,9:00,1635466
2020/1/15,9:30,1770103
2020/1/15,10:00,1876280
2020/1/15,10:30,1868477
2020/1/15,11:00,1754907
2020/1/15,11:30,1873580
2020/1/15,12:00,1865573
2020/1/15,12:30,1705882
2020/1/15,13:00,1715793
2020/1/15,13:30,1703226
2020/1/15,14:00,1735732
2020/1/15,14:30,1780467
2020/1/15,15:00,1840556
2020/1/15,15:30,1788701
2020/1/15,16:00,1797005
2020/1/15,16:30,1787192
2020/1/15,17:00,1695035
2020/1/15,17:30,1700166
2020/1/15,18:00,1684753
2020/1/15,18:30,1700255
2020/1/15,19:00,1678375
2020/1/15,19:30,1572868
2020/1/15,20:00,1695709
2020/1/15,20:30,1672629
2020/1/15,21:00,1641123
2020/1/15,21:30,1632000
2020/1/15,22:00,1548921
2020/1/15,22:30,1383340
2020/1/15,23:00,1046860
2020/1/15,23:30,853197
2020/1/16,0:00,748170
2020/1/16,0:30,504117
2020/1/16,1:00,405501
2020/1/16,1:30,325799
2020/1/16,2:00,260921
2020/1/16,2:30,231529
2020/1/16,3:00,120523
2020/1/16,3:30,140324
2020/1/16,4:00,200069
2020/1/16,4:30,217499
2020/1/16,5:00,284837
2020/1/16,5:30,384063
2020/1/16,6:00,538586
2020/1/16,6:30,722333
2020/1/16,7:00,973408
2020/1/16,7:30,1118834
2020/1/16,8:00,1351455
2020/1/16,8:30,1461127
2020/1/16,9:00,1638718
2020/1/16,9:30,1722973
2020/1/16,10:00,1820380
2020/1/16,10:30,1866177
2020/1/16,11:00,1884621
2020/1/16,11:30,1861200
2020/1/16,12:00,1873175
2020/1/16,12:30,1852784
2020/1/16,13:00,1795571
2020/1/16,13:30,1704294
2020/1/16,14:00,1827595
2020/1/16,14:30,1848506
2020/1/16,15:00,1848357
2020/1/16,15:30,1688368
2020/1/16,16:00,1650461
2020/1/16,16:30,1656498
2020/1/16,17:00,1707792
2020/1/16,17:30,1738542
2020/1/16,18:00,1766016
2020/1/16,18:30,1737250
2020/1/16,19:00,1779903
2020/1/16,19:30,1745639
2020/1/16,20:00,1647255
2020/1/16,20:30,1700068
2020/1/16,21:00,1595567
2020/1/16,21:30,1621336
2020/1/16,22:00,1556327
2020/1/16,22:30,1420999
2020/1/16,23:00,782676
2020/1/16,23:30,577267
2020/1/17,0:00,518542
2020/1/17,0:30,393873
2020/1/17,1:00,306456
2020/1/17,1:30,258377
2020/1/17,2:00,247643
2020/1/17,2:30,209533
2020/1/17,3:00,192187
2020/1/17,3:30,186134
2020/1/17,4:00,208557
2020/1/17,4:30,238554
2020/1/17,5:00,297639
2020/1/17,5:30,415709
2020/1/17,6:00,605577
2020/1/17,6:30,814389
2020/1/17,7:00,1102534
2020/1/17,7:30,1387730
2020/1/17,8:00,1625494
2020/1/17,8:30,1736137
2020/1/17,9:00,1958279
2020/1/17,9:30,1931484
2020/1/17,10:00,1956527
2020/1/17,10:30,2083253
2020/1/17,11:00,2107844
2020/1/17,11:30,2070725
2020/1/17,12:00,2189659
2020/1/17,12:30,2105332
2020/1/17,13:00,2012953
2020/1/17,13:30,1975340
2020/1/17,14:00,1984883
2020/1/17,14:30,1977742
2020/1/17,15:00,1960046
2020/1/17,15:30,1977279
2020/1/17,16:00,1980127
2020/1/17,16:30,1955898
2020/1/17,17:00,1961699
2020/1/17,17:30,1917135
2020/1/17,18:00,1890327
2020/1/17,18:30,1920959
2020/1/17,19:00,1928383
2020/1/17,19:30,1905735
2020/1/17,20:00,1961726
2020/1/17,20:30,1948719
2020/1/17,21:00,1865795
2020/1/17,21:30,1875131
2020/1/17,22:00,1725468
2020/1/17,22:30,1683722
2020/1/17,23:00,1340132
2020/1/17,23:30,1096812
2020/1/18,0:00,958346
2020/1/18,0:30,692086
2020/1/18,1:00,503380
2020/1/18,1:30,408121
2020/1/18,2:00,343497
2020/1/18,2:30,303222
2020/1/18,3:00,256983
2020/1/18,3:30,244578
2020/1/18,4:00,249127
2020/1/18,4:30,268444
2020/1/18,5:00,327526
2020/1/18,5:30,424951
2020/1/18,6:00,589370
2020/1/18,6:30,795662
2020/1/18,7:00,1140141
2020/1/18,7:30,1368081
2020/1/18,8:00,1623739
2020/1/18,8:30,1713702
2020/1/18,9:00,1868686
2020/1/18,9:30,1958932
2020/1/18,10:00,2061830
2020/1/18,10:30,2065348
2020/1/18,11:00,2092840
2020/1/18,11:30,2106757
2020/1/18,12:00,2138256
2020/1/18,12:30,2053234
2020/1/18,13:00,2018129
2020/1/18,13:30,1913004
2020/1/18,14:00,1916305
2020/1/18,14:30,1789882
2020/1/18,15:00,1895650
2020/1/18,15:30,1896934
2020/1/18,16:00,1803580
2020/1/18,16:30,1884641
2020/1/18,17:00,1859441
2020/1/18,17:30,1831083
2020/1/18,18:00,1813896
2020/1/18,18:30,1873225
2020/1/18,19:00,1951592
2020/1/18,19:30,1995850
2020/1/18,20:00,2014619
2020/1/18,20:30,2043894
2020/1/18,21:00,1960720
2020/1/18,21:30,1852278
2020/1/18,22:00,1798702
2020/1/18,22:30,1611619
2020/1/18,23:00,1372343
2020/1/18,23:30,1133054
2020/1/19,0:00,954892
2020/1/19,0:30,704797
2020/1/19,1:00,522014
2020/1/19,1:30,387215
2020/1/19,2:00,316357
2020/1/19,2:30,266133
2020/1/19,3:00,236798
2020/1/19,3:30,219937
2020/1/19,4:00,222424
2020/1/19,4:30,244094
2020/1/19,5:00,301813
2020/1/19,5:30,393608
2020/1/19,6:00,550303
2020/1/19,6:30,747149
2020/1/19,7:00,1068176
2020/1/19,7:30,1274014
2020/1/19,8:00,1525055
2020/1/19,8:30,1651107
2020/1/19,9:00,1789457
2020/1/19,9:30,1796621
2020/1/19,10:00,1974429
2020/1/19,10:30,2136711
2020/1/19,11:00,2242210
2020/1/19,11:30,2085932
2020/1/19,12:00,2046446
2020/1/19,12:30,2018156
2020/1/19,13:00,2001934
2020/1/19,13:30,1943753
2020/1/19,14:00,1979113
2020/1/19,14:30,1971012
2020/1/19,15:00,1987780
2020/1/19,15:30,2001944
2020/1/19,16:00,2047878
2020/1/19,16:30,2072077
2020/1/19,17:00,1948397
2020/1/19,17:30,1908106
2020/1/19,18:00,1939821
2020/1/19,18:30,1978261
2020/1/19,19:00,2038981
2020/1/19,19:30,2022000
2020/1/19,20:00,2042705
2020/1/19,20:30,2038208
2020/1/19,21:00,1974487
2020/1/19,21:30,1961355
2020/1/19,22:00,1887192
2020/1/19,22:30,1676751
2020/1/19,23:00,1388993
2020/1/19,23:30,1164063
2020/1/20,0:00,974037
2020/1/20,0:30,660738
2020/1/20,1:00,509901
2020/1/20,1:30,377187
2020/1/20,2:00,322265
2020/1/20,2:30,269704
2020/1/20,3:00,245410
2020/1/20,3:30,227609
2020/1/20,4:00,236567
2020/1/20,4:30,264851
2020/1/20,5:00,326340
2020/1/20,5:30,431195
2020/1/20,6:00,593840
2020/1/20,6:30,817579
2020/1/20,7:00,1143630
2020/1/20,7:30,1338985
2020/1/20,8:00,1606887
2020/1/20,8:30,1728884
2020/1/20,9:00,1902742
2020/1/20,9:30,1955988
2020/1/20,10:00,2077609
2020/1/20,10:30,2145678
2020/1/20,11:00,2251058
2020/1/20,11:30,2238885
2020/1/20,12:00,2174376
2020/1/20,12:30,2110930
2020/1/20,13:00,2062241
2020/1/20,13:30,2041203
2020/1/20,14:00,2055141
2020/1/20,14:30,2070352
2020/1/20,15:00,2073918
2020/1/20,15:30,2068313
2020/1/20,16:00,2077279
2020/1/20,16:30,1930352
2020/1/20,17:00,2002390
2020/1/20,17:30,1906765
2020/1/20,18:00,1937350
2020/1/20,18:30,1959327
2020/1/20,19:00,1992090
2020/1/20,19:30,1958221
2020/1/20,20:00,2086911
2020/1/20,20:30,1965680
2020/1/20,21:00,1732821
2020/1/20,21:30,1677556
2020/1/20,22:00,1582943
2020/1/20,22:30,1278558
2020/1/20,23:00,1180786
2020/1/20,23:30,984301
2020/1/21,0:00,854476
2020/1/21,0:30,615520
2020/1/21,1:00,456366
2020/1/21,1:30,345436
2020/1/21,2:00,284752
2020/1/21,2:30,236069
2020/1/21,3:00,207050
2020/1/21,3:30,195730
2020/1/21,4:00,195236
2020/1/21,4:30,213140
2020/1/21,5:00,258625
2020/1/21,5:30,335400
2020/1/21,6:00,462245
2020/1/21,6:30,638450
2020/1/21,7:00,900095
2020/1/21,7:30,1080024
2020/1/21,8:00,1328310
2020/1/21,8:30,1469898
2020/1/21,9:00,1594850
2020/1/21,9:30,1717576
2020/1/21,10:00,1842669
2020/1/21,10:30,1868903
2020/1/21,11:00,1895094
2020/1/21,11:30,1839730
2020/1/21,12:00,1742397
2020/1/21,12:30,1736500
2020/1/21,13:00,1678745
2020/1/21,13:30,1634075
2020/1/21,14:00,1568938
2020/1/21,14:30,1680094
2020/1/21,15:00,1687491
2020/1/21,15:30,1580990
2020/1/21,16:00,1727793
2020/1/21,16:30,1724737
2020/1/21,17:00,1687186
2020/1/21,17:30,1598828
2020/1/21,18:00,1602393
2020/1/21,18:30,1608363
2020/1/21,19:00,1778252
2020/1/21,19:30,1730811
2020/1/21,20:00,1754810
2020/1/21,20:30,1776275
2020/1/21,21:00,1731311
2020/1/21,21:30,1672314
2020/1/21,22:00,1413568
2020/1/21,22:30,1310209
2020/1/21,23:00,1145325
2020/1/21,23:30,960898
2020/1/22,0:00,856127
2020/1/22,0:30,607530
2020/1/22,1:00,462307
2020/1/22,1:30,351500
2020/1/22,2:00,281261
2020/1/22,2:30,238546
2020/1/22,3:00,219131
2020/1/22,3:30,203920
2020/1/22,4:00,198128
2020/1/22,4:30,215837
2020/1/22,5:00,263528
2020/1/22,5:30,337041
2020/1/22,6:00,459717
2020/1/22,6:30,622265
2020/1/22,7:00,878666
2020/1/22,7:30,1056673
2020/1/22,8:00,1312113
2020/1/22,8:30,1502845
2020/1/22,9:00,1789070
2020/1/22,9:30,1797380
2020/1/22,10:00,1922109
2020/1/22,10:30,1908584
2020/1/22,11:00,1800523
2020/1/22,11:30,1898738
2020/1/22,12:00,1933571
2020/1/22,12:30,1811630
2020/1/22,13:00,1713818
2020/1/22,13:30,1678425
2020/1/22,14:00,1607233
2020/1/22,14:30,1717436
2020/1/22,15:00,1901903
2020/1/22,15:30,1807489
2020/1/22,16:00,1761270
2020/1/22,16:30,1718768
2020/1/22,17:00,1727459
2020/1/22,17:30,1686676
2020/1/22,18:00,1682369
2020/1/22,18:30,1559908
2020/1/22,19:00,1773151
2020/1/22,19:30,1766174
2020/1/22,20:00,1863331
2020/1/22,20:30,1843584
2020/1/22,21:00,1810743
2020/1/22,21:30,1725424
2020/1/22,22:00,1626431
2020/1/22,22:30,1307765
2020/1/22,23:00,1200429
2020/1/22,23:30,1010190
2020/1/23,0:00,895176
2020/1/23,0:30,648999
2020/1/23,1:00,482314
2020/1/23,1:30,364475
2020/1/23,2:00,290226
2020/1/23,2:30,240708
2020/1/23,3:00,212130
2020/1/23,3:30,195567
2020/1/23,4:00,202004
2020/1/23,4:30,221442
2020/1/23,5:00,259566
2020/1/23,5:30,322101
2020/1/23,6:00,438766
2020/1/23,6:30,585406
2020/1/23,7:00,839934
2020/1/23,7:30,1003457
2020/1/23,8:00,1261729
2020/1/23,8:30,1389668
2020/1/23,9:00,1557842
2020/1/23,9:30,1619370
2020/1/23,10:00,1762342
2020/1/23,10:30,1798975
2020/1/23,11:00,1837709
2020/1/23,11:30,1846360
2020/1/23,12:00,1825136
2020/1/23,12:30,1725009
2020/1/23,13:00,1658053
2020/1/23,13:30,1581592
2020/1/23,14:00,1613777
2020/1/23,14:30,1558067
2020/1/23,15:00,1617795
2020/1/23,15:30,1608753
2020/1/23,16:00,1633345
2020/1/23,16:30,1526189
2020/1/23,17:00,1646882
2020/1/23,17:30,1611700
2020/1/23,18:00,1628528
2020/1/23,18:30,1713526
2020/1/23,19:00,1819309
2020/1/23,19:30,1871790
2020/1/23,20:00,1889804
2020/1/23,20:30,1684729
2020/1/23,21:00,1841788
2020/1/23,21:30,1654723
2020/1/23,22:00,1653266
2020/1/23,22:30,1469323
2020/1/23,23:00,1249405
2020/1/23,23:30,1057749
2020/1/24,0:00,1009779
2020/1/24,0:30,691456
2020/1/24,1:00,506115
2020/1/24,1:30,378866
2020/1/24,2:00,300073
2020/1/24,2:30,243342
2020/1/24,3:00,211857
2020/1/24,3:30,199722
2020/1/24,4:00,202283
2020/1/24,4:30,217735
2020/1/24,5:00,255289
2020/1/24,5:30,323040
2020/1/24,6:00,437205
2020/1/24,6:30,592284
2020/1/24,7:00,845769
2020/1/24,7:30,1027864
2020/1/24,8:00,1254563
2020/1/24,8:30,1351778
2020/1/24,9:00,1474372
2020/1/24,9:30,1525541
2020/1/24,10:00,1656971
2020/1/24,10:30,1717790
2020/1/24,11:00,1718399
2020/1/24,11:30,1642240
2020/1/24,12:00,1590689
2020/1/24,12:30,1594405
2020/1/24,13:00,1560161
2020/1/24,13:30,1534851
2020/1/24,14:00,1523772
2020/1/24,14:30,1482472
2020/1/24,15:00,1497027
2020/1/24,15:30,1484846
2020/1/24,16:00,1468007
2020/1/24,16:30,1462910
2020/1/24,17:00,1454904
2020/1/24,17:30,1446126
2020/1/24,18:00,1472636
2020/1/24,18:30,1552047
2020/1/24,19:00,1635406
2020/1/24,19:30,1748657
2020/1/24,20:00,1775658
2020/1/24,20:30,1671662
2020/1/24,21:00,1675519
2020/1/24,21:30,1724327
2020/1/24,22:00,1631458
2020/1/24,22:30,1638434
2020/1/24,23:00,1443209
2020/1/24,23:30,1290297
2020/1/25,0:00,1280604
2020/1/25,0:30,1128092
2020/1/25,1:00,764027
2020/1/25,1:30,505310
2020/1/25,2:00,348464
2020/1/25,2:30,251423
2020/1/25,3:00,197895
2020/1/25,3:30,168135
2020/1/25,4:00,155652
2020/1/25,4:30,162663
2020/1/25,5:00,198741
2020/1/25,5:30,262689
2020/1/25,6:00,364785
2020/1/25,6:30,496700
2020/1/25,7:00,696977
2020/1/25,7:30,871522
2020/1/25,8:00,1130031
2020/1/25,8:30,1296600
2020/1/25,9:00,1502130
2020/1/25,9:30,1572865
2020/1/25,10:00,1712740
2020/1/25,10:30,1759081
2020/1/25,11:00,1743343
2020/1/25,11:30,1682865
2020/1/25,12:00,1624928
2020/1/25,12:30,1580074
2020/1/25,13:00,1570881
2020/1/25,13:30,1510834
2020/1/25,14:00,1452854
2020/1/25,14:30,1415995
2020/1/25,15:00,1375820
2020/1/25,15:30,1361401
2020/1/25,16:00,1341317
2020/1/25,16:30,1370657
2020/1/25,17:00,1395808
2020/1/25,17:30,1315877
2020/1/25,18:00,1449066
2020/1/25,18:30,1538981
2020/1/25,19:00,1615686
2020/1/25,19:30,1714077
2020/1/25,20:00,1775267
2020/1/25,20:30,1626806
2020/1/25,21:00,1554225
2020/1/25,21:30,1495733
2020/1/25,22:00,1343417
2020/1/25,22:30,1198263
2020/1/25,23:00,1037680
2020/1/25,23:30,872492
2020/1/26,0:00,777123
2020/1/26,0:30,566518
2020/1/26,1:00,424152
2020/1/26,1:30,313308
2020/1/26,2:00,247843
2020/1/26,2:30,198741
2020/1/26,3:00,169170
2020/1/26,3:30,151197
2020/1/26,4:00,144812
2020/1/26,4:30,149333
2020/1/26,5:00,168039
2020/1/26,5:30,204616
2020/1/26,6:00,272906
2020/1/26,6:30,378747
2020/1/26,7:00,576878
2020/1/26,7:30,769461
2020/1/26,8:00,991793
2020/1/26,8:30,1129269
2020/1/26,9:00,1351235
2020/1/26,9:30,1494391
2020/1/26,10:00,1632958
2020/1/26,10:30,1663012
2020/1/26,11:00,1672147
2020/1/26,11:30,1619856
2020/1/26,12:00,1568186
2020/1/26,12:30,1515947
2020/1/26,13:00,1486328
2020/1/26,13:30,1452053
2020/1/26,14:00,1460075
2020/1/26,14:30,1431531
2020/1/26,15:00,1429834
2020/1/26,15:30,1429429
2020/1/26,16:00,1467855
2020/1/26,16:30,1461818
2020/1/26,17:00,1479507
2020/1/26,17:30,1445164
2020/1/26,18:00,1472364
2020/1/26,18:30,1558087
2020/1/26,19:00,1639055
2020/1/26,19:30,1691313
2020/1/26,20:00,1570187
2020/1/26,20:30,1677373
2020/1/26,21:00,1619477
2020/1/26,21:30,1538388
2020/1/26,22:00,1417516
2020/1/26,22:30,1272211
2020/1/26,23:00,1085395
2020/1/26,23:30,1035299
2020/1/27,0:00,927943
2020/1/27,0:30,632441
2020/1/27,1:00,475659
2020/1/27,1:30,357587
2020/1/27,2:00,280002
2020/1/27,2:30,226844
2020/1/27,3:00,192080
2020/1/27,3:30,166860
2020/1/27,4:00,155376
2020/1/27,4:30,156312
2020/1/27,5:00,175898
2020/1/27,5:30,214683
2020/1/27,6:00,279863
2020/1/27,6:30,383994
2020/1/27,7:00,587494
2020/1/27,7:30,754705
2020/1/27,8:00,1005295
2020/1/27,8:30,1114832
2020/1/27,9:00,1298480
2020/1/27,9:30,1419515
2020/1/27,10:00,1562525
2020/1/27,10:30,1612001
2020/1/27,11:00,1624014
2020/1/27,11:30,1567988
2020/1/27,12:00,1540028
2020/1/27,12:30,1533534
2020/1/27,13:00,1512109
2020/1/27,13:30,1449494
2020/1/27,14:00,1457982
2020/1/27,14:30,1409190
2020/1/27,15:00,1399748
2020/1/27,15:30,1396046
2020/1/27,16:00,1396790
2020/1/27,16:30,1413239
2020/1/27,17:00,1399961
2020/1/27,17:30,1429430
2020/1/27,18:00,1384020
2020/1/27,18:30,1537859
2020/1/27,19:00,1643594
2020/1/27,19:30,1659428
2020/1/27,20:00,1607514
2020/1/27,20:30,1635111
2020/1/27,21:00,1603024
2020/1/27,21:30,1516081
2020/1/27,22:00,1433878
2020/1/27,22:30,1282848
2020/1/27,23:00,1113290
2020/1/27,23:30,952210
2020/1/28,0:00,887358
2020/1/28,0:30,646683
2020/1/28,1:00,485707
2020/1/28,1:30,372588
2020/1/28,2:00,295296
2020/1/28,2:30,236417
2020/1/28,3:00,197336
2020/1/28,3:30,170934
2020/1/28,4:00,160242
2020/1/28,4:30,158574
2020/1/28,5:00,175708
2020/1/28,5:30,211272
2020/1/28,6:00,274685
2020/1/28,6:30,375815
2020/1/28,7:00,564265
2020/1/28,7:30,755563
2020/1/28,8:00,1012257
2020/1/28,8:30,1168432
2020/1/28,9:00,1363290
2020/1/28,9:30,1489840
2020/1/28,10:00,1617469
2020/1/28,10:30,1635056
2020/1/28,11:00,1651692
2020/1/28,11:30,1628662
2020/1/28,12:00,1538133
2020/1/28,12:30,1624744
2020/1/28,13:00,1573280
2020/1/28,13:30,1514068
2020/1/28,14:00,1563878
2020/1/28,14:30,1524521
2020/1/28,15:00,1540383
2020/1/28,15:30,1535480
2020/1/28,16:00,1555159
2020/1/28,16:30,1552968
2020/1/28,17:00,1540099
2020/1/28,17:30,1505340
2020/1/28,18:00,1554627
2020/1/28,18:30,1648763
2020/1/28,19:00,1750909
2020/1/28,19:30,1625290
2020/1/28,20:00,1770175
2020/1/28,20:30,1715282
2020/1/28,21:00,1637819
2020/1/28,21:30,1583742
2020/1/28,22:00,1488678
2020/1/28,22:30,1331713
2020/1/28,23:00,1150528
2020/1/28,23:30,993402
2020/1/29,0:00,930879
2020/1/29,0:30,688868
2020/1/29,1:00,520583
2020/1/29,1:30,392960
2020/1/29,2:00,311393
2020/1/29,2:30,248822
2020/1/29,3:00,211068
2020/1/29,3:30,180154
2020/1/29,4:00,168049
2020/1/29,4:30,165161
2020/1/29,5:00,183822
2020/1/29,5:30,219668
2020/1/29,6:00,279149
2020/1/29,6:30,385870
2020/1/29,7:00,586524
2020/1/29,7:30,773189
2020/1/29,8:00,1028039
2020/1/29,8:30,1216635
2020/1/29,9:00,1411060
2020/1/29,9:30,1538607
2020/1/29,10:00,1729042
2020/1/29,10:30,1795526
2020/1/29,11:00,1824616
2020/1/29,11:30,1812272
2020/1/29,12:00,1791592
