   ,,日期,时间,业务量
1098,,20191123,2030,88588
1099,,20191123,2100,92494
1100,,20191123,2130,84207
1101,,20191123,2200,84762
1102,,20191123,2230,79240
1103,,20191123,2300,71739
1104,,20191123,2330,61611
1105,,20191124,0,65993
1106,,20191124,30,42224
1107,,20191124,100,31603
1108,,20191124,130,22905
1109,,20191124,200,18029
1110,,20191124,230,13469
1111,,20191124,300,11963
1112,,20191124,330,10025
1113,,20191124,400,9737
1114,,20191124,430,9145
1115,,20191124,500,10711
1116,,20191124,530,15059
1117,,20191124,600,21160
1118,,20191124,630,29470
1119,,20191124,700,53523
1120,,20191124,730,57904
1121,,20191124,800,82559
1122,,20191124,830,72746
1123,,20191124,900,99002
1124,,20191124,930,87935
1125,,20191124,1000,79222
1126,,20191124,1030,92619
1127,,20191124,1100,91845
1128,,20191124,1130,91401
1129,,20191124,1200,93877
1130,,20191124,1230,94002
1131,,20191124,1300,92566
1132,,20191124,1330,82553
1133,,20191124,1400,76338
1134,,20191124,1430,76442
1135,,20191124,1500,74603
1136,,20191124,1530,78692
1137,,20191124,1600,81794
1138,,20191124,1630,76913
1139,,20191124,1700,77247
1140,,20191124,1730,76979
1141,,20191124,1800,87041
1142,,20191124,1830,84936
1143,,20191124,1900,86728
1144,,20191124,1930,89089
1145,,20191124,2000,90423
1146,,20191124,2030,89126
1147,,20191124,2100,85689
1148,,20191124,2130,80361
1149,,20191124,2200,79940
1150,,20191124,2230,69885
1151,,20191124,2300,62735
1152,,20191124,2330,56192
1153,,20191125,0,62530
1154,,20191125,30,41582
1155,,20191125,100,28714
1156,,20191125,130,20895
1157,,20191125,200,16063
1158,,20191125,230,13545
1159,,20191125,300,10991
1160,,20191125,330,9176
1161,,20191125,400,9584
1162,,20191125,430,10015
1163,,20191125,500,11648
1164,,20191125,530,16531
1165,,20191125,600,26193
1166,,20191125,630,43908
1167,,20191125,700,68788
1168,,20191125,730,83739
1169,,20191125,800,94832
1170,,20191125,830,91054
1171,,20191125,900,83065
1172,,20191125,930,89318
1173,,20191125,1000,96605
1174,,20191125,1030,94653
1175,,20191125,1100,93702
1176,,20191125,1130,103261
1177,,20191125,1200,108928
1178,,20191125,1230,102930
1179,,20191125,1300,93974
1180,,20191125,1330,76301
1181,,20191125,1400,79257
1182,,20191125,1430,81455
1183,,20191125,1500,80824
1184,,20191125,1530,75267
1185,,20191125,1600,80051
1186,,20191125,1630,84980
1187,,20191125,1700,89490
1188,,20191125,1730,95234
1189,,20191125,1800,97280
1190,,20191125,1830,94833
1191,,20191125,1900,103296
1192,,20191125,1930,100411
1193,,20191125,2000,96057
1194,,20191125,2030,99522
1195,,20191125,2100,106485
1196,,20191125,2130,91174
1197,,20191125,2200,86457
1198,,20191125,2230,78608
1199,,20191125,2300,61510
1200,,20191125,2330,56439
1201,,20191126,0,56889
1202,,20191126,30,30711
1203,,20191126,100,23028
1204,,20191126,130,16660
1205,,20191126,200,14575
1206,,20191126,230,10948
1207,,20191126,300,9459
1208,,20191126,330,8425
1209,,20191126,400,8447
1210,,20191126,430,8584
1211,,20191126,500,9737
1212,,20191126,530,14872
1213,,20191126,600,25563
1214,,20191126,630,41871
1215,,20191126,700,73790
1216,,20191126,730,91508
1217,,20191126,800,100444
1218,,20191126,830,101924
1219,,20191126,900,105830
1220,,20191126,930,106106
1221,,20191126,1000,106789
1222,,20191126,1030,94202
1223,,20191126,1100,87220
1224,,20191126,1130,91571
1225,,20191126,1200,96525
1226,,20191126,1230,96855
1227,,20191126,1300,89323
1228,,20191126,1330,82264
1229,,20191126,1400,84290
1230,,20191126,1430,77278
1231,,20191126,1500,72417
1232,,20191126,1530,69161
1233,,20191126,1600,71582
1234,,20191126,1630,76347
1235,,20191126,1700,80090
1236,,20191126,1730,80530
1237,,20191126,1800,92103
1238,,20191126,1830,84649
1239,,20191126,1900,91790
1240,,20191126,1930,93589
1241,,20191126,2000,95632
1242,,20191126,2030,99460
1243,,20191126,2100,93619
1244,,20191126,2130,90227
1245,,20191126,2200,76941
1246,,20191126,2230,73069
1247,,20191126,2300,47896
1248,,20191126,2330,35959
1249,,20191127,0,36454
1250,,20191127,30,21375
1251,,20191127,100,15041
1252,,20191127,130,11083
1253,,20191127,200,10094
1254,,20191127,230,8288
1255,,20191127,300,6842
1256,,20191127,330,6623
1257,,20191127,400,5753
1258,,20191127,430,6115
1259,,20191127,500,12032
1260,,20191127,530,14911
1261,,20191127,600,23494
1262,,20191127,630,48072
1263,,20191127,700,69107
1264,,20191127,730,78293
1265,,20191127,800,111420
1266,,20191127,830,103228
1267,,20191127,900,82096
1268,,20191127,930,74706
1269,,20191127,1000,85986
1270,,20191127,1030,75749
1271,,20191127,1100,80765
1272,,20191127,1130,88198
1273,,20191127,1200,100620
1274,,20191127,1230,96280
1275,,20191127,1300,89610
1276,,20191127,1330,74146
1277,,20191127,1400,74828
1278,,20191127,1430,85589
1279,,20191127,1500,79453
1280,,20191127,1530,79670
1281,,20191127,1600,78630
1282,,20191127,1630,79603
1283,,20191127,1700,79329
1284,,20191127,1730,83328
1285,,20191127,1800,86895
1286,,20191127,1830,76785
1287,,20191127,1900,76025
1288,,20191127,1930,76588
1289,,20191127,2000,79194
1290,,20191127,2030,75661
1291,,20191127,2100,75877
1292,,20191127,2130,75141
1293,,20191127,2200,68224
1294,,20191127,2230,64768
1295,,20191127,2300,53610
1296,,20191127,2330,43002
1297,,20191128,0,49916
1298,,20191128,30,29931
1299,,20191128,100,21820
1300,,20191128,130,16256
1301,,20191128,200,14195
1302,,20191128,230,11025
1303,,20191128,300,9815
1304,,20191128,330,9114
1305,,20191128,400,9530
1306,,20191128,430,8936
1307,,20191128,500,10764
1308,,20191128,530,13849
1309,,20191128,600,21637
1310,,20191128,630,33931
1311,,20191128,700,53437
1312,,20191128,730,69437
1313,,20191128,800,80614
1314,,20191128,830,73010
1315,,20191128,900,76665
1316,,20191128,930,72165
1317,,20191128,1000,73452
1318,,20191128,1030,65166
1319,,20191128,1100,69489
1320,,20191128,1130,75647
1321,,20191128,1200,78314
1322,,20191128,1230,71265
1323,,20191128,1300,69714
1324,,20191128,1330,62429
1325,,20191128,1400,64123
1326,,20191128,1430,60680
1327,,20191128,1500,53559
1328,,20191128,1530,55279
1329,,20191128,1600,56897
1330,,20191128,1630,56059
1331,,20191128,1700,67887
1332,,20191128,1730,76966
1333,,20191128,1800,77484
1334,,20191128,1830,77075
1335,,20191128,1900,76869
1336,,20191128,1930,73482
1337,,20191128,2000,77166
1338,,20191128,2030,74510
1339,,20191128,2100,79035
1340,,20191128,2130,73312
1341,,20191128,2200,66642
1342,,20191128,2230,57734
1343,,20191128,2300,53544
1344,,20191128,2330,47444
1345,,20191129,0,49844
1346,,20191129,30,25801
1347,,20191129,100,33381
1348,,20191129,130,14104
1349,,20191129,200,11461
1350,,20191129,230,11044
1351,,20191129,300,12965
1352,,20191129,330,8635
1353,,20191129,400,11094
1354,,20191129,430,8581
1355,,20191129,500,12617
1356,,20191129,530,13786
1357,,20191129,600,25059
1358,,20191129,630,38162
1359,,20191129,700,62175
1360,,20191129,730,75457
1361,,20191129,800,103819
1362,,20191129,830,91673
1363,,20191129,900,84538
1364,,20191129,930,77433
1365,,20191129,1000,30887
1366,,20191129,1030,79465
1367,,20191129,1100,68228
1368,,20191129,1130,74437
1369,,20191129,1200,88542
1370,,20191129,1230,84248
1371,,20191129,1300,65615
1372,,20191129,1330,66227
1373,,20191129,1400,62516
1374,,20191129,1430,63458
1375,,20191129,1500,59650
1376,,20191129,1530,61631
1377,,20191129,1600,69513
1378,,20191129,1630,71111
1379,,20191129,1700,72201
1380,,20191129,1730,76688
1381,,20191129,1800,87272
1382,,20191129,1830,87146
1383,,20191129,1900,92425
1384,,20191129,1930,88977
1385,,20191129,2000,88152
1386,,20191129,2030,87155
1387,,20191129,2100,84612
1388,,20191129,2130,79783
1389,,20191129,2200,81213
1390,,20191129,2230,75346
1391,,20191129,2300,69258
1392,,20191129,2330,51658
1393,,20191130,0,65812
1394,,20191130,30,42611
1395,,20191130,100,30535
1396,,20191130,130,22614
1397,,20191130,200,18592
1398,,20191130,230,13651
1399,,20191130,300,11073
1400,,20191130,330,9603
1401,,20191130,400,9326
1402,,20191130,430,9504
1403,,20191130,500,11632
1404,,20191130,530,14826
1405,,20191130,600,24006
1406,,20191130,630,39720
1407,,20191130,700,61937
1408,,20191130,730,81042
1409,,20191130,800,97049
1410,,20191130,830,102906
1411,,20191130,900,99784
1412,,20191130,930,102299
1413,,20191130,1000,125159
1414,,20191130,1030,100420
1415,,20191130,1100,105120
1416,,20191130,1130,108827
1417,,20191130,1200,104394
1418,,20191130,1230,101507
1419,,20191130,1300,79829
1420,,20191130,1330,78398
1421,,20191130,1400,69593
1422,,20191130,1430,76253
1423,,20191130,1500,78616
1424,,20191130,1530,69297
1425,,20191130,1600,73657
1426,,20191130,1630,77328
1427,,20191130,1700,70500
1428,,20191130,1730,82116
1429,,20191130,1800,80821
1430,,20191130,1830,82963
1431,,20191130,1900,84028
1432,,20191130,1930,81671
1433,,20191130,2000,77170
1434,,20191130,2030,75932
1435,,20191130,2100,81756
1436,,20191130,2130,82483
1437,,20191130,2200,77020
1438,,20191130,2230,75439
1439,,20191130,2300,66734
1440,,20191130,2330,58824
1441,,20191201,0,83603
1442,,20191201,30,55823
1443,,20191201,100,43465
1444,,20191201,130,22260
1445,,20191201,200,22313
1446,,20191201,230,19626
1447,,20191201,300,14962
1448,,20191201,330,14538
1449,,20191201,400,26758
1450,,20191201,430,20811
1451,,20191201,500,18922
1452,,20191201,530,22419
1453,,20191201,600,28798
1454,,20191201,630,39879
1455,,20191201,700,54866
1456,,20191201,730,65263
1457,,20191201,800,76180
1458,,20191201,830,72891
1459,,20191201,900,86906
1460,,20191201,930,81577
1461,,20191201,1000,83064
1462,,20191201,1030,86919
1463,,20191201,1100,78341
1464,,20191201,1130,80184
1465,,20191201,1200,84059
1466,,20191201,1230,76592
1467,,20191201,1300,65781
1468,,20191201,1330,64989
1469,,20191201,1400,58863
1470,,20191201,1430,58252
1471,,20191201,1500,54890
1472,,20191201,1530,54443
1473,,20191201,1600,53264
1474,,20191201,1630,53758
1475,,20191201,1700,54243
1476,,20191201,1730,49826
1477,,20191201,1800,55567
1478,,20191201,1830,55919
1479,,20191201,1900,56770
1480,,20191201,1930,57667
1481,,20191201,2000,53810
1482,,20191201,2030,59793
1483,,20191201,2100,61870
1484,,20191201,2130,55646
1485,,20191201,2200,57669
1486,,20191201,2230,52564
1487,,20191201,2300,45056
1488,,20191201,2330,39708
1489,,20191202,0,39663
1490,,20191202,30,27214
1491,,20191202,100,20490
1492,,20191202,130,15717
1493,,20191202,200,12561
1494,,20191202,230,11533
1495,,20191202,300,9963
1496,,20191202,330,8618
1497,,20191202,400,8255
1498,,20191202,430,8542
1499,,20191202,500,8738
1500,,20191202,530,11046
1501,,20191202,600,16849
1502,,20191202,630,23680
1503,,20191202,700,32786
1504,,20191202,730,41142
1505,,20191202,800,42639
1506,,20191202,830,49493
1507,,20191202,900,51993
1508,,20191202,930,47323
1509,,20191202,1000,50939
1510,,20191202,1030,48972
1511,,20191202,1100,48634
1512,,20191202,1130,53088
1513,,20191202,1200,56509
1514,,20191202,1230,62335
1515,,20191202,1300,58992
1516,,20191202,1330,51290
1517,,20191202,1400,49894
1518,,20191202,1430,47566
1519,,20191202,1500,44299
1520,,20191202,1530,46655
1521,,20191202,1600,45509
1522,,20191202,1630,43969
1523,,20191202,1700,45314
1524,,20191202,1730,48538
1525,,20191202,1800,53870
1526,,20191202,1830,55076
1527,,20191202,1900,57802
1528,,20191202,1930,60131
1529,,20191202,2000,59214
1530,,20191202,2030,57408
1531,,20191202,2100,58963
1532,,20191202,2130,53757
1533,,20191202,2200,55219
1534,,20191202,2230,49312
1535,,20191202,2300,42546
1536,,20191202,2330,34540
1537,,20191203,0,31248
1538,,20191203,30,21975
1539,,20191203,100,17082
1540,,20191203,130,13716
1541,,20191203,200,11939
1542,,20191203,230,11246
1543,,20191203,300,9765
1544,,20191203,330,9717
1545,,20191203,400,9551
1546,,20191203,430,8474
1547,,20191203,500,9566
1548,,20191203,530,12445
1549,,20191203,600,17805
1550,,20191203,630,25304
1551,,20191203,700,39225
1552,,20191203,730,46855
1553,,20191203,800,51331
1554,,20191203,830,50500
1555,,20191203,900,53923
1556,,20191203,930,49741
1557,,20191203,1000,52171
1558,,20191203,1030,51339
1559,,20191203,1100,52043
1560,,20191203,1130,51611
1561,,20191203,1200,54313
1562,,20191203,1230,50712
1563,,20191203,1300,49136
1564,,20191203,1330,45124
1565,,20191203,1400,44025
1566,,20191203,1430,41792
1567,,20191203,1500,40361
1568,,20191203,1530,40959
1569,,20191203,1600,41729
1570,,20191203,1630,41329
1571,,20191203,1700,45741
1572,,20191203,1730,48298
1573,,20191203,1800,51005
1574,,20191203,1830,51019
1575,,20191203,1900,50876
1576,,20191203,1930,54141
1577,,20191203,2000,50397
1578,,20191203,2030,53384
1579,,20191203,2100,52415
1580,,20191203,2130,49060
1581,,20191203,2200,54637
1582,,20191203,2230,53750
1583,,20191203,2300,47136
1584,,20191203,2330,38759
1585,,20191204,0,34288
1586,,20191204,30,25619
1587,,20191204,100,20972
1588,,20191204,130,18050
1589,,20191204,200,15430
1590,,20191204,230,13344
1591,,20191204,300,12394
1592,,20191204,330,11951
1593,,20191204,400,9365
1594,,20191204,430,7221
1595,,20191204,500,8409
1596,,20191204,530,10318
1597,,20191204,600,14992
1598,,20191204,630,21728
1599,,20191204,700,32971
1600,,20191204,730,36538
1601,,20191204,800,45962
1602,,20191204,830,45286
1603,,20191204,900,52214
1604,,20191204,930,48767
1605,,20191204,1000,52590
1606,,20191204,1030,46319
1607,,20191204,1100,45800
1608,,20191204,1130,49409
1609,,20191204,1200,54362
1610,,20191204,1230,53529
1611,,20191204,1300,48555
1612,,20191204,1330,41382
1613,,20191204,1400,41029
1614,,20191204,1430,40312
1615,,20191204,1500,39277
1616,,20191204,1530,37378
1617,,20191204,1600,39418
1618,,20191204,1630,40525
1619,,20191204,1700,45775
1620,,20191204,1730,46885
1621,,20191204,1800,48297
1622,,20191204,1830,50525
1623,,20191204,1900,49362
1624,,20191204,1930,51925
1625,,20191204,2000,53817
1626,,20191204,2030,50967
1627,,20191204,2100,51243
1628,,20191204,2130,48797
1629,,20191204,2200,47605
1630,,20191204,2230,42544
1631,,20191204,2300,35494
1632,,20191204,2330,29922
1633,,20191205,0,29324
1634,,20191205,30,20038
1635,,20191205,100,15069
1636,,20191205,130,13468
1637,,20191205,200,10697
1638,,20191205,230,9390
1639,,20191205,300,8083
1640,,20191205,330,7991
1641,,20191205,400,7513
1642,,20191205,430,7649
1643,,20191205,500,8515
1644,,20191205,530,10831
1645,,20191205,600,15744
1646,,20191205,630,22113
1647,,20191205,700,33050
1648,,20191205,730,39297
1649,,20191205,800,53754
1650,,20191205,830,54645
1651,,20191205,900,55412
1652,,20191205,930,54779
1653,,20191205,1000,123739
1654,,20191205,1030,102561
1655,,20191205,1100,90731
1656,,20191205,1130,79282
1657,,20191205,1200,72134
1658,,20191205,1230,95518
1659,,20191205,1300,83958
1660,,20191205,1330,68970
1661,,20191205,1400,67184
1662,,20191205,1430,83899
1663,,20191205,1500,87293
1664,,20191205,1530,169147
1665,,20191205,1600,60205
1666,,20191205,1630,43595
1667,,20191205,1700,46814
1668,,20191205,1730,72990
1669,,20191205,1800,128887
1670,,20191205,1830,129564
1671,,20191205,1900,129123
1672,,20191205,1930,110777
1673,,20191205,2000,101845
1674,,20191205,2030,53674
1675,,20191205,2100,78584
1676,,20191205,2130,94020
1677,,20191205,2200,69201
1678,,20191205,2230,65124
1679,,20191205,2300,51060
1680,,20191205,2330,32730
1681,,20191206,0,32323
1682,,20191206,30,24419
1683,,20191206,100,7423
1684,,20191206,130,16325
1685,,20191206,200,13728
1686,,20191206,230,11916
1687,,20191206,300,9787
1688,,20191206,330,9498
1689,,20191206,400,9223
1690,,20191206,430,9925
1691,,20191206,500,11784
1692,,20191206,530,17095
1693,,20191206,600,34251
1694,,20191206,630,58610
1695,,20191206,700,111068
1696,,20191206,730,84458
1697,,20191206,800,101133
1698,,20191206,830,118350
1699,,20191206,900,69460
1700,,20191206,930,62759
1701,,20191206,1000,61162
1702,,20191206,1030,68002
1703,,20191206,1100,68886
1704,,20191206,1130,70198
1705,,20191206,1200,65487
1706,,20191206,1230,63182
1707,,20191206,1300,85653
1708,,20191206,1330,71461
1709,,20191206,1400,44822
1710,,20191206,1430,45969
1711,,20191206,1500,49780
1712,,20191206,1530,46641
1713,,20191206,1600,42347
1714,,20191206,1630,46105
1715,,20191206,1700,50159
1716,,20191206,1730,55462
1717,,20191206,1800,64457
1718,,20191206,1830,67578
1719,,20191206,1900,96954
1720,,20191206,1930,108038
1721,,20191206,2000,99593
1722,,20191206,2030,102023
1723,,20191206,2100,97752
1724,,20191206,2130,79493
1725,,20191206,2200,81547
1726,,20191206,2230,67285
1727,,20191206,2300,47192
1728,,20191206,2330,34166
1729,,20191207,0,38162
1730,,20191207,30,29425
1731,,20191207,100,21546
1732,,20191207,130,15215
1733,,20191207,200,15127
1734,,20191207,230,12213
1735,,20191207,300,10706
1736,,20191207,330,10334
1737,,20191207,400,9559
1738,,20191207,430,9179
1739,,20191207,500,9874
1740,,20191207,530,12130
1741,,20191207,600,18661
1742,,20191207,630,29327
1743,,20191207,700,57554
1744,,20191207,730,49865
1745,,20191207,800,99490
1746,,20191207,830,103427
1747,,20191207,900,105543
1748,,20191207,930,58728
1749,,20191207,1000,58619
1750,,20191207,1030,56931
1751,,20191207,1100,54928
1752,,20191207,1130,56206
1753,,20191207,1200,61841
1754,,20191207,1230,58076
1755,,20191207,1300,49025
1756,,20191207,1330,52962
1757,,20191207,1400,50671
1758,,20191207,1430,47703
1759,,20191207,1500,49704
1760,,20191207,1530,47607
1761,,20191207,1600,46688
1762,,20191207,1630,49019
1763,,20191207,1700,51083
1764,,20191207,1730,53041
1765,,20191207,1800,54284
1766,,20191207,1830,57476
1767,,20191207,1900,55529
1768,,20191207,1930,55562
1769,,20191207,2000,58071
1770,,20191207,2030,53103
1771,,20191207,2100,55474
1772,,20191207,2130,55052
1773,,20191207,2200,53650
1774,,20191207,2230,48525
1775,,20191207,2300,41324
1776,,20191207,2330,36233
1777,,20191208,0,35017
1778,,20191208,30,24888
1779,,20191208,100,19541
1780,,20191208,130,13559
1781,,20191208,200,12237
1782,,20191208,230,10836
1783,,20191208,300,9666
1784,,20191208,330,8103
1785,,20191208,400,8044
1786,,20191208,430,7926
1787,,20191208,500,8813
1788,,20191208,530,10803
1789,,20191208,600,14336
1790,,20191208,630,21125
1791,,20191208,700,34562
1792,,20191208,730,45920
1793,,20191208,800,55124
1794,,20191208,830,59660
1795,,20191208,900,63433
1796,,20191208,930,55829
1797,,20191208,1000,58993
1798,,20191208,1030,54475
1799,,20191208,1100,53550
1800,,20191208,1130,57447
1801,,20191208,1200,60219
1802,,20191208,1230,54423
1803,,20191208,1300,54182
1804,,20191208,1330,55296
1805,,20191208,1400,51141
1806,,20191208,1430,52714
1807,,20191208,1500,49774
1808,,20191208,1530,49681
1809,,20191208,1600,53548
1810,,20191208,1630,53278
1811,,20191208,1700,55976
1812,,20191208,1730,53631
1813,,20191208,1800,55644
1814,,20191208,1830,52239
1815,,20191208,1900,57914
1816,,20191208,1930,57615
1817,,20191208,2000,55751
1818,,20191208,2030,54185
1819,,20191208,2100,54660
1820,,20191208,2130,52591
1821,,20191208,2200,47078
1822,,20191208,2230,45555
1823,,20191208,2300,41890
1824,,20191208,2330,32105
1825,,20191209,0,31540
1826,,20191209,30,22876
1827,,20191209,100,15649
1828,,20191209,130,11781
1829,,20191209,200,10716
1830,,20191209,230,9082
1831,,20191209,300,7626
1832,,20191209,330,6956
1833,,20191209,400,6734
1834,,20191209,430,6839
1835,,20191209,500,7720
1836,,20191209,530,10339
1837,,20191209,600,16620
1838,,20191209,630,26776
1839,,20191209,700,48276
1840,,20191209,730,55354
1841,,20191209,800,72813
1842,,20191209,830,76289
1843,,20191209,900,88641
1844,,20191209,930,77566
1845,,20191209,1000,73735
1846,,20191209,1030,69319
1847,,20191209,1100,62536
1848,,20191209,1130,59944
1849,,20191209,1200,60745
1850,,20191209,1230,60021
1851,,20191209,1300,53984
1852,,20191209,1330,47744
1853,,20191209,1400,48650
1854,,20191209,1430,49349
1855,,20191209,1500,50235
1856,,20191209,1530,46900
1857,,20191209,1600,47364
1858,,20191209,1630,46776
1859,,20191209,1700,49205
1860,,20191209,1730,53683
1861,,20191209,1800,56825
1862,,20191209,1830,54409
1863,,20191209,1900,56458
1864,,20191209,1930,62442
1865,,20191209,2000,63946
1866,,20191209,2030,62903
1867,,20191209,2100,63628
1868,,20191209,2130,58279
1869,,20191209,2200,57497
1870,,20191209,2230,52482
1871,,20191209,2300,42239
1872,,20191209,2330,34872
1873,,20191210,0,32530
1874,,20191210,30,21467
1875,,20191210,100,12448
1876,,20191210,130,9948
1877,,20191210,200,8692
1878,,20191210,230,6896
1879,,20191210,300,5909
1880,,20191210,330,5504
1881,,20191210,400,5715
1882,,20191210,430,5883
1883,,20191210,500,6267
1884,,20191210,530,8302
1885,,20191210,600,12933
1886,,20191210,630,19394
1887,,20191210,700,29026
1888,,20191210,730,37126
1889,,20191210,800,47195
1890,,20191210,830,53586
1891,,20191210,900,61645
1892,,20191210,930,60524
1893,,20191210,1000,61431
1894,,20191210,1030,59268
1895,,20191210,1100,59558
1896,,20191210,1130,68400
1897,,20191210,1200,74813
1898,,20191210,1230,68934
1899,,20191210,1300,56991
1900,,20191210,1330,59299
1901,,20191210,1400,58602
1902,,20191210,1430,58904
1903,,20191210,1500,58639
1904,,20191210,1530,58394
1905,,20191210,1600,52813
1906,,20191210,1630,51247
1907,,20191210,1700,57711
1908,,20191210,1730,65744
1909,,20191210,1800,65784
1910,,20191210,1830,70672
1911,,20191210,1900,79521
1912,,20191210,1930,69457
1913,,20191210,2000,66142
1914,,20191210,2030,56152
1915,,20191210,2100,57307
1916,,20191210,2130,50816
1917,,20191210,2200,52398
1918,,20191210,2230,45142
1919,,20191210,2300,45093
1920,,20191210,2330,39967
1921,,20191211,0,34076
1922,,20191211,30,26050
1923,,20191211,100,19314
1924,,20191211,130,16835
1925,,20191211,200,14763
1926,,20191211,230,11569
1927,,20191211,300,10388
1928,,20191211,330,9528
1929,,20191211,400,9272
1930,,20191211,430,9578
1931,,20191211,500,10050
1932,,20191211,530,11380
1933,,20191211,600,15677
1934,,20191211,630,24377
1935,,20191211,700,34938
1936,,20191211,730,41603
1937,,20191211,800,63526
1938,,20191211,830,70001
1939,,20191211,900,68612
1940,,20191211,930,65222
1941,,20191211,1000,67440
1942,,20191211,1030,65497
1943,,20191211,1100,66428
1944,,20191211,1130,66464
1945,,20191211,1200,69297
1946,,20191211,1230,64648
1947,,20191211,1300,66485
1948,,20191211,1330,62131
1949,,20191211,1400,69357
1950,,20191211,1430,60318
1951,,20191211,1500,60621
1952,,20191211,1530,55399
1953,,20191211,1600,56100
1954,,20191211,1630,49559
1955,,20191211,1700,50570
1956,,20191211,1730,54807
1957,,20191211,1800,58729
1958,,20191211,1830,59544
1959,,20191211,1900,66948
1960,,20191211,1930,63547
1961,,20191211,2000,63349
1962,,20191211,2030,62520
1963,,20191211,2100,56127
1964,,20191211,2130,61495
1965,,20191211,2200,60271
1966,,20191211,2230,60229
1967,,20191211,2300,49631
1968,,20191211,2330,39782
1969,,20191212,0,37399
1970,,20191212,30,27073
1971,,20191212,100,19691
1972,,20191212,130,14255
1973,,20191212,200,11150
1974,,20191212,230,10096
1975,,20191212,300,9082
1976,,20191212,330,8462
1977,,20191212,400,8072
1978,,20191212,430,7688
1979,,20191212,500,9102
1980,,20191212,530,11928
1981,,20191212,600,17683
1982,,20191212,630,25533
1983,,20191212,700,36916
1984,,20191212,730,43914
1985,,20191212,800,59013
1986,,20191212,830,65899
1987,,20191212,900,65261
1988,,20191212,930,65049
1989,,20191212,1000,65724
1990,,20191212,1030,62770
1991,,20191212,1100,61964
1992,,20191212,1130,63561
1993,,20191212,1200,65687
1994,,20191212,1230,65461
1995,,20191212,1300,59320
1996,,20191212,1330,57267
1997,,20191212,1400,55432
1998,,20191212,1430,50336
1999,,20191212,1500,51279
2000,,20191212,1530,53307
2001,,20191212,1600,55259
2002,,20191212,1630,53904
2003,,20191212,1700,59856
2004,,20191212,1730,62112
2005,,20191212,1800,59088
2006,,20191212,1830,64944
2007,,20191212,1900,62644
2008,,20191212,1930,62151
2009,,20191212,2000,64876
2010,,20191212,2030,63056
2011,,20191212,2100,65035
2012,,20191212,2130,62126
2013,,20191212,2200,58575
2014,,20191212,2230,56179
2015,,20191212,2300,49033
2016,,20191212,2330,37432
2017,,20191213,0,37117
2018,,20191213,30,12476
2019,,20191213,100,9962
2020,,20191213,130,8181
2021,,20191213,200,7857
2022,,20191213,230,9614
2023,,20191213,300,7537
2024,,20191213,330,8719
2025,,20191213,400,8964
2026,,20191213,430,7590
2027,,20191213,500,9159
2028,,20191213,530,11235
2029,,20191213,600,17167
2030,,20191213,630,24670
2031,,20191213,700,44726
2032,,20191213,730,54156
2033,,20191213,800,62188
2034,,20191213,830,67910
2035,,20191213,900,69419
2036,,20191213,930,61571
2037,,20191213,1000,64258
2038,,20191213,1030,71221
2039,,20191213,1100,77353
2040,,20191213,1130,80312
2041,,20191213,1200,91043
2042,,20191213,1230,96863
2043,,20191213,1300,86154
2044,,20191213,1330,76099
2045,,20191213,1400,70522
2046,,20191213,1430,69890
2047,,20191213,1500,72675
2048,,20191213,1530,75152
2049,,20191213,1600,75963
2050,,20191213,1630,74881
2051,,20191213,1700,78329
2052,,20191213,1730,71536
2053,,20191213,1800,76581
2054,,20191213,1830,75411
2055,,20191213,1900,75957
2056,,20191213,1930,69360
2057,,20191213,2000,74744
2058,,20191213,2030,74627
2059,,20191213,2100,70653
2060,,20191213,2130,71378
2061,,20191213,2200,66728
2062,,20191213,2230,59161
2063,,20191213,2300,52037
2064,,20191213,2330,43174
2065,,20191214,0,40693
2066,,20191214,30,28997
2067,,20191214,100,23026
2068,,20191214,130,20038
2069,,20191214,200,17189
2070,,20191214,230,15840
2071,,20191214,300,14407
2072,,20191214,330,13420
2073,,20191214,400,13685
2074,,20191214,430,14119
2075,,20191214,500,16753
2076,,20191214,530,18307
2077,,20191214,600,20130
2078,,20191214,630,27018
2079,,20191214,700,47515
2080,,20191214,730,58541
2081,,20191214,800,75577
2082,,20191214,830,83749
2083,,20191214,900,85689
2084,,20191214,930,67384
2085,,20191214,1000,80078
2086,,20191214,1030,81147
2087,,20191214,1100,75524
2088,,20191214,1130,78821
2089,,20191214,1200,82875
2090,,20191214,1230,79618
2091,,20191214,1300,76125
2092,,20191214,1330,69175
2093,,20191214,1400,71955
2094,,20191214,1430,66227
2095,,20191214,1500,63304
2096,,20191214,1530,63578
2097,,20191214,1600,62790
2098,,20191214,1630,65327
2099,,20191214,1700,71207
2100,,20191214,1730,71673
2101,,20191214,1800,71742
2102,,20191214,1830,70274
2103,,20191214,1900,73024
2104,,20191214,1930,74974
2105,,20191214,2000,72115
2106,,20191214,2030,72337
2107,,20191214,2100,67201
2108,,20191214,2130,66614
2109,,20191214,2200,62555
2110,,20191214,2230,57715
2111,,20191214,2300,53505
2112,,20191214,2330,43261
2113,,20191215,0,48311
2114,,20191215,30,34678
2115,,20191215,100,25498
2116,,20191215,130,19543
2117,,20191215,200,15690
2118,,20191215,230,12962
2119,,20191215,300,10764
2120,,20191215,330,9308
2121,,20191215,400,8715
2122,,20191215,430,8624
2123,,20191215,500,9760
2124,,20191215,530,12683
2125,,20191215,600,18707
2126,,20191215,630,26514
2127,,20191215,700,41730
