   ,,日期,时间,业务量
2128,,20191215,730,53390
2129,,20191215,800,71878
2130,,20191215,830,76890
2131,,20191215,900,92925
2132,,20191215,930,92805
2133,,20191215,1000,85261
2134,,20191215,1030,88349
2135,,20191215,1100,84422
2136,,20191215,1130,84447
2137,,20191215,1200,90092
2138,,20191215,1230,87824
2139,,20191215,1300,83457
2140,,20191215,1330,76681
2141,,20191215,1400,73145
2142,,20191215,1430,70078
2143,,20191215,1500,68334
2144,,20191215,1530,70975
2145,,20191215,1600,75100
2146,,20191215,1630,68542
2147,,20191215,1700,67036
2148,,20191215,1730,66553
2149,,20191215,1800,70844
2150,,20191215,1830,68608
2151,,20191215,1900,75693
2152,,20191215,1930,72083
2153,,20191215,2000,70253
2154,,20191215,2030,70209
2155,,20191215,2100,70049
2156,,20191215,2130,64211
2157,,20191215,2200,64376
2158,,20191215,2230,55159
2159,,20191215,2300,52149
2160,,20191215,2330,41138
2161,,20191216,0,42183
2162,,20191216,30,33216
2163,,20191216,100,24104
2164,,20191216,130,17811
2165,,20191216,200,14971
2166,,20191216,230,11896
2167,,20191216,300,10548
2168,,20191216,330,9540
2169,,20191216,400,9659
2170,,20191216,430,10093
2171,,20191216,500,11838
2172,,20191216,530,14813
2173,,20191216,600,21503
2174,,20191216,630,31521
2175,,20191216,700,48179
2176,,20191216,730,57520
2177,,20191216,800,66435
2178,,20191216,830,79591
2179,,20191216,900,81042
2180,,20191216,930,81762
2181,,20191216,1000,83394
2182,,20191216,1030,78384
2183,,20191216,1100,77755
2184,,20191216,1130,78707
2185,,20191216,1200,87171
2186,,20191216,1230,86652
2187,,20191216,1300,75083
2188,,20191216,1330,71133
2189,,20191216,1400,73793
2190,,20191216,1430,73825
2191,,20191216,1500,76338
2192,,20191216,1530,79985
2193,,20191216,1600,81627
2194,,20191216,1630,83952
2195,,20191216,1700,78803
2196,,20191216,1730,80685
2197,,20191216,1800,82647
2198,,20191216,1830,89073
2199,,20191216,1900,87583
2200,,20191216,1930,88005
2201,,20191216,2000,89376
2202,,20191216,2030,87588
2203,,20191216,2100,91146
2204,,20191216,2130,81062
2205,,20191216,2200,80539
2206,,20191216,2230,80203
2207,,20191216,2300,58446
2208,,20191216,2330,51861
2209,,20191217,0,48688
2210,,20191217,30,38408
2211,,20191217,100,30594
2212,,20191217,130,24263
2213,,20191217,200,20550
2214,,20191217,230,18194
2215,,20191217,300,17478
2216,,20191217,330,15654
2217,,20191217,400,15958
2218,,20191217,430,16035
2219,,20191217,500,17818
2220,,20191217,530,19962
2221,,20191217,600,25924
2222,,20191217,630,33168
2223,,20191217,700,51297
2224,,20191217,730,61994
2225,,20191217,800,71686
2226,,20191217,830,81322
2227,,20191217,900,84117
2228,,20191217,930,83794
2229,,20191217,1000,89113
2230,,20191217,1030,83508
2231,,20191217,1100,77067
2232,,20191217,1130,78881
2233,,20191217,1200,89865
2234,,20191217,1230,89264
2235,,20191217,1300,75684
2236,,20191217,1330,68527
2237,,20191217,1400,72952
2238,,20191217,1430,68449
2239,,20191217,1500,65315
2240,,20191217,1530,65397
2241,,20191217,1600,63243
2242,,20191217,1630,63847
2243,,20191217,1700,79213
2244,,20191217,1730,75685
2245,,20191217,1800,73779
2246,,20191217,1830,81527
2247,,20191217,1900,76873
2248,,20191217,1930,78329
2249,,20191217,2000,74341
2250,,20191217,2030,78499
2251,,20191217,2100,85149
2252,,20191217,2130,85374
2253,,20191217,2200,67993
2254,,20191217,2230,63759
2255,,20191217,2300,37268
2256,,20191217,2330,33828
2257,,20191218,0,24951
2258,,20191218,30,19507
2259,,20191218,100,16991
2260,,20191218,130,16164
2261,,20191218,200,12932
2262,,20191218,230,8619
2263,,20191218,300,7431
2264,,20191218,330,5609
2265,,20191218,400,6535
2266,,20191218,430,6392
2267,,20191218,500,12416
2268,,20191218,530,15666
2269,,20191218,600,27722
2270,,20191218,630,39274
2271,,20191218,700,70415
2272,,20191218,730,69995
2273,,20191218,800,92897
2274,,20191218,830,92948
2275,,20191218,900,97129
2276,,20191218,930,93820
2277,,20191218,1000,97040
2278,,20191218,1030,95184
2279,,20191218,1100,91921
2280,,20191218,1130,88542
2281,,20191218,1200,90272
2282,,20191218,1230,91555
2283,,20191218,1300,79309
2284,,20191218,1330,76435
2285,,20191218,1400,86604
2286,,20191218,1430,83168
2287,,20191218,1500,77882
2288,,20191218,1530,75437
2289,,20191218,1600,83646
2290,,20191218,1630,90105
2291,,20191218,1700,96149
2292,,20191218,1730,89459
2293,,20191218,1800,87804
2294,,20191218,1830,92585
2295,,20191218,1900,100950
2296,,20191218,1930,98312
2297,,20191218,2000,95968
2298,,20191218,2030,95122
2299,,20191218,2100,95642
2300,,20191218,2130,95459
2301,,20191218,2200,95806
2302,,20191218,2230,85613
2303,,20191218,2300,92501
2304,,20191218,2330,89969
2305,,20191219,0,77998
2306,,20191219,30,59210
2307,,20191219,100,39562
2308,,20191219,130,28033
2309,,20191219,200,23212
2310,,20191219,230,20386
2311,,20191219,300,18335
2312,,20191219,330,15615
2313,,20191219,400,15931
2314,,20191219,430,16931
2315,,20191219,500,18640
2316,,20191219,530,19455
2317,,20191219,600,29719
2318,,20191219,630,42237
2319,,20191219,700,60821
2320,,20191219,730,75885
2321,,20191219,800,94095
2322,,20191219,830,102932
2323,,20191219,900,104360
2324,,20191219,930,94534
2325,,20191219,1000,102005
2326,,20191219,1030,97490
2327,,20191219,1100,110414
2328,,20191219,1130,117810
2329,,20191219,1200,133928
2330,,20191219,1230,144001
2331,,20191219,1300,121547
2332,,20191219,1330,108854
2333,,20191219,1400,118634
2334,,20191219,1430,114086
2335,,20191219,1500,113113
2336,,20191219,1530,118511
2337,,20191219,1600,120722
2338,,20191219,1630,122461
2339,,20191219,1700,131488
2340,,20191219,1730,131810
2341,,20191219,1800,149424
2342,,20191219,1830,155626
2343,,20191219,1900,153629
2344,,20191219,1930,136693
2345,,20191219,2000,131833
2346,,20191219,2030,131753
2347,,20191219,2100,131725
2348,,20191219,2130,112333
2349,,20191219,2200,102665
2350,,20191219,2230,93673
2351,,20191219,2300,61322
2352,,20191219,2330,56643
2353,,20191220,0,55921
2354,,20191220,30,35404
2355,,20191220,100,28910
2356,,20191220,130,20494
2357,,20191220,200,4110
2358,,20191220,230,6043
2359,,20191220,300,10884
2360,,20191220,330,9919
2361,,20191220,400,10114
2362,,20191220,430,7935
2363,,20191220,500,12065
2364,,20191220,530,19676
2365,,20191220,600,24794
2366,,20191220,630,52197
2367,,20191220,700,74533
2368,,20191220,730,85250
2369,,20191220,800,117705
2370,,20191220,830,145605
2371,,20191220,900,203260
2372,,20191220,930,204475
2373,,20191220,1000,184495
2374,,20191220,1030,151223
2375,,20191220,1100,119456
2376,,20191220,1130,122213
2377,,20191220,1200,131156
2378,,20191220,1230,132247
2379,,20191220,1300,108191
2380,,20191220,1330,93451
2381,,20191220,1400,100066
2382,,20191220,1430,96667
2383,,20191220,1500,98602
2384,,20191220,1530,98476
2385,,20191220,1600,92032
2386,,20191220,1630,102116
2387,,20191220,1700,103802
2388,,20191220,1730,107619
2389,,20191220,1800,113000
2390,,20191220,1830,117865
2391,,20191220,1900,121003
2392,,20191220,1930,109454
2393,,20191220,2000,119805
2394,,20191220,2030,96736
2395,,20191220,2100,101443
2396,,20191220,2130,106905
2397,,20191220,2200,92334
2398,,20191220,2230,76724
2399,,20191220,2300,67580
2400,,20191220,2330,58981
2401,,20191221,0,70809
2402,,20191221,30,43452
2403,,20191221,100,26342
2404,,20191221,130,14914
2405,,20191221,200,10929
2406,,20191221,230,11053
2407,,20191221,300,11456
2408,,20191221,330,10437
2409,,20191221,400,8499
2410,,20191221,430,5962
2411,,20191221,500,8124
2412,,20191221,530,10184
2413,,20191221,600,19989
2414,,20191221,630,37569
2415,,20191221,700,62013
2416,,20191221,730,80064
2417,,20191221,800,105969
2418,,20191221,830,110397
2419,,20191221,900,116537
2420,,20191221,930,127618
2421,,20191221,1000,124034
2422,,20191221,1030,119405
2423,,20191221,1100,116197
2424,,20191221,1130,116748
2425,,20191221,1200,124633
2426,,20191221,1230,122975
2427,,20191221,1300,108149
2428,,20191221,1330,96091
2429,,20191221,1400,99884
2430,,20191221,1430,95563
2431,,20191221,1500,99502
2432,,20191221,1530,98382
2433,,20191221,1600,106543
2434,,20191221,1630,107671
2435,,20191221,1700,95990
2436,,20191221,1730,91901
2437,,20191221,1800,101073
2438,,20191221,1830,105010
2439,,20191221,1900,102440
2440,,20191221,1930,110799
2441,,20191221,2000,104897
2442,,20191221,2030,104232
2443,,20191221,2100,112927
2444,,20191221,2130,95934
2445,,20191221,2200,97790
2446,,20191221,2230,80570
2447,,20191221,2300,73320
2448,,20191221,2330,55424
2449,,20191222,0,64081
2450,,20191222,30,39503
2451,,20191222,100,31264
2452,,20191222,130,24048
2453,,20191222,200,19689
2454,,20191222,230,15607
2455,,20191222,300,13239
2456,,20191222,330,11491
2457,,20191222,400,10790
2458,,20191222,430,10335
2459,,20191222,500,12471
2460,,20191222,530,16222
2461,,20191222,600,24880
2462,,20191222,630,36084
2463,,20191222,700,62026
2464,,20191222,730,81914
2465,,20191222,800,100020
2466,,20191222,830,105105
2467,,20191222,900,101051
2468,,20191222,930,129720
2469,,20191222,1000,111334
2470,,20191222,1030,128515
2471,,20191222,1100,127174
2472,,20191222,1130,122917
2473,,20191222,1200,121498
2474,,20191222,1230,127410
2475,,20191222,1300,119976
2476,,20191222,1330,102559
2477,,20191222,1400,105552
2478,,20191222,1430,107600
2479,,20191222,1500,98486
2480,,20191222,1530,100153
2481,,20191222,1600,98538
2482,,20191222,1630,93395
2483,,20191222,1700,93385
2484,,20191222,1730,95603
2485,,20191222,1800,104053
2486,,20191222,1830,97705
2487,,20191222,1900,107236
2488,,20191222,1930,96376
2489,,20191222,2000,99796
2490,,20191222,2030,93141
2491,,20191222,2100,85099
2492,,20191222,2130,102471
2493,,20191222,2200,87258
2494,,20191222,2230,78772
2495,,20191222,2300,68129
2496,,20191222,2330,55092
2497,,20191223,0,59553
2498,,20191223,30,36217
2499,,20191223,100,27922
2500,,20191223,130,20359
2501,,20191223,200,16186
2502,,20191223,230,12373
2503,,20191223,300,10306
2504,,20191223,330,8753
2505,,20191223,400,9204
2506,,20191223,430,8891
2507,,20191223,500,12467
2508,,20191223,530,16071
2509,,20191223,600,25798
2510,,20191223,630,42236
2511,,20191223,700,68732
2512,,20191223,730,82841
2513,,20191223,800,96329
2514,,20191223,830,102925
2515,,20191223,900,99464
2516,,20191223,930,101103
2517,,20191223,1000,101893
2518,,20191223,1030,101281
2519,,20191223,1100,105958
2520,,20191223,1130,94530
2521,,20191223,1200,118190
2522,,20191223,1230,114924
2523,,20191223,1300,102617
2524,,20191223,1330,95078
2525,,20191223,1400,88576
2526,,20191223,1430,90173
2527,,20191223,1500,89322
2528,,20191223,1530,78770
2529,,20191223,1600,78766
2530,,20191223,1630,94483
2531,,20191223,1700,124403
2532,,20191223,1730,114726
2533,,20191223,1800,120451
2534,,20191223,1830,127043
2535,,20191223,1900,130427
2536,,20191223,1930,142330
2537,,20191223,2000,137030
2538,,20191223,2030,140441
2539,,20191223,2100,139381
2540,,20191223,2130,125328
2541,,20191223,2200,123358
2542,,20191223,2230,111156
2543,,20191223,2300,91372
2544,,20191223,2330,73931
2545,,20191224,0,76017
2546,,20191224,30,49586
2547,,20191224,100,34874
2548,,20191224,130,27076
2549,,20191224,200,20557
2550,,20191224,230,16558
2551,,20191224,300,14539
2552,,20191224,330,12760
2553,,20191224,400,13214
2554,,20191224,430,13744
2555,,20191224,500,16787
2556,,20191224,530,22293
2557,,20191224,600,37472
2558,,20191224,630,56426
2559,,20191224,700,87889
2560,,20191224,730,98829
2561,,20191224,800,128299
2562,,20191224,830,138391
2563,,20191224,900,132907
2564,,20191224,930,137347
2565,,20191224,1000,147734
2566,,20191224,1030,128023
2567,,20191224,1100,131300
2568,,20191224,1130,140347
2569,,20191224,1200,153082
2570,,20191224,1230,160611
2571,,20191224,1300,144664
2572,,20191224,1330,121691
2573,,20191224,1400,127643
2574,,20191224,1430,126187
2575,,20191224,1500,121574
2576,,20191224,1530,124829
2577,,20191224,1600,129912
2578,,20191224,1630,133136
2579,,20191224,1700,125390
2580,,20191224,1730,124958
2581,,20191224,1800,139874
2582,,20191224,1830,152244
2583,,20191224,1900,162483
2584,,20191224,1930,158490
2585,,20191224,2000,151883
2586,,20191224,2030,145862
2587,,20191224,2100,155818
2588,,20191224,2130,141403
2589,,20191224,2200,116225
2590,,20191224,2230,107740
2591,,20191224,2300,65576
2592,,20191224,2330,62874
2593,,20191225,0,46369
2594,,20191225,30,32810
2595,,20191225,100,24867
2596,,20191225,130,20204
2597,,20191225,200,17062
2598,,20191225,230,14232
2599,,20191225,300,12562
2600,,20191225,330,11220
2601,,20191225,400,9809
2602,,20191225,430,10288
2603,,20191225,500,13140
2604,,20191225,530,18413
2605,,20191225,600,30083
2606,,20191225,630,44203
2607,,20191225,700,84256
2608,,20191225,730,96515
2609,,20191225,800,126135
2610,,20191225,830,138692
2611,,20191225,900,155712
2612,,20191225,930,142140
2613,,20191225,1000,149130
2614,,20191225,1030,148683
2615,,20191225,1100,134448
2616,,20191225,1130,129761
2617,,20191225,1200,153879
2618,,20191225,1230,160207
2619,,20191225,1300,153430
2620,,20191225,1330,135608
2621,,20191225,1400,127981
2622,,20191225,1430,131238
2623,,20191225,1500,136514
2624,,20191225,1530,125926
2625,,20191225,1600,130615
2626,,20191225,1630,122064
2627,,20191225,1700,128660
2628,,20191225,1730,133900
2629,,20191225,1800,162725
2630,,20191225,1830,153753
2631,,20191225,1900,160915
2632,,20191225,1930,154795
2633,,20191225,2000,166345
2634,,20191225,2030,169914
2635,,20191225,2100,167561
2636,,20191225,2130,165305
2637,,20191225,2200,166941
2638,,20191225,2230,140555
2639,,20191225,2300,105255
2640,,20191225,2330,96160
2641,,20191226,0,92483
2642,,20191226,30,65571
2643,,20191226,100,51266
2644,,20191226,130,37355
2645,,20191226,200,28789
2646,,20191226,230,23317
2647,,20191226,300,18742
2648,,20191226,330,17587
2649,,20191226,400,16698
2650,,20191226,430,16321
2651,,20191226,500,19430
2652,,20191226,530,28904
2653,,20191226,600,44450
2654,,20191226,630,62000
2655,,20191226,700,97676
2656,,20191226,730,114984
2657,,20191226,800,144581
2658,,20191226,830,142898
2659,,20191226,900,164085
2660,,20191226,930,143623
2661,,20191226,1000,159479
2662,,20191226,1030,154326
2663,,20191226,1100,150059
2664,,20191226,1130,152810
2665,,20191226,1200,177430
2666,,20191226,1230,169662
2667,,20191226,1300,148556
2668,,20191226,1330,148653
2669,,20191226,1400,141761
2670,,20191226,1430,156124
2671,,20191226,1500,154962
2672,,20191226,1530,135602
2673,,20191226,1600,139281
2674,,20191226,1630,148295
2675,,20191226,1700,147651
2676,,20191226,1730,171564
2677,,20191226,1800,155247
2678,,20191226,1830,153005
2679,,20191226,1900,165529
2680,,20191226,1930,171953
2681,,20191226,2000,168203
2682,,20191226,2030,152517
2683,,20191226,2100,170845
2684,,20191226,2130,149865
2685,,20191226,2200,154269
2686,,20191226,2230,125121
2687,,20191226,2300,68599
2688,,20191226,2330,50741
2689,,20191227,0,46632
2690,,20191227,30,32086
2691,,20191227,100,43899
2692,,20191227,130,23936
2693,,20191227,200,49891
2694,,20191227,230,68402
2695,,20191227,300,10632
2696,,20191227,330,8647
2697,,20191227,400,9436
2698,,20191227,430,8960
2699,,20191227,500,13439
2700,,20191227,530,19295
2701,,20191227,600,33552
2702,,20191227,630,51614
2703,,20191227,700,114717
2704,,20191227,730,142799
2705,,20191227,800,179847
2706,,20191227,830,183747
2707,,20191227,900,188671
2708,,20191227,930,178570
2709,,20191227,1000,159035
2710,,20191227,1030,175897
2711,,20191227,1100,178082
2712,,20191227,1130,184667
2713,,20191227,1200,189045
2714,,20191227,1230,179865
2715,,20191227,1300,178262
2716,,20191227,1330,167816
2717,,20191227,1400,165307
2718,,20191227,1430,140960
2719,,20191227,1500,150236
2720,,20191227,1530,155707
2721,,20191227,1600,141656
2722,,20191227,1630,143751
2723,,20191227,1700,159612
2724,,20191227,1730,156961
2725,,20191227,1800,171602
2726,,20191227,1830,177140
2727,,20191227,1900,181707
2728,,20191227,1930,178026
2729,,20191227,2000,174877
2730,,20191227,2030,165526
2731,,20191227,2100,163032
2732,,20191227,2130,155131
2733,,20191227,2200,159422
2734,,20191227,2230,119323
2735,,20191227,2300,131214
2736,,20191227,2330,100187
2737,,20191228,0,109623
2738,,20191228,30,76776
2739,,20191228,100,56078
2740,,20191228,130,41356
2741,,20191228,200,33816
2742,,20191228,230,25302
2743,,20191228,300,21425
2744,,20191228,330,19057
2745,,20191228,400,17688
2746,,20191228,430,17734
2747,,20191228,500,21782
2748,,20191228,530,30232
2749,,20191228,600,46118
2750,,20191228,630,63599
2751,,20191228,700,112685
2752,,20191228,730,125835
2753,,20191228,800,144081
2754,,20191228,830,148538
2755,,20191228,900,181070
2756,,20191228,930,165959
2757,,20191228,1000,177276
2758,,20191228,1030,183223
2759,,20191228,1100,189708
2760,,20191228,1130,199647
2761,,20191228,1200,205228
2762,,20191228,1230,230115
2763,,20191228,1300,199815
2764,,20191228,1330,192254
2765,,20191228,1400,190688
2766,,20191228,1430,181166
2767,,20191228,1500,172015
2768,,20191228,1530,161788
2769,,20191228,1600,163096
2770,,20191228,1630,163950
2771,,20191228,1700,157568
2772,,20191228,1730,195187
2773,,20191228,1800,179569
2774,,20191228,1830,168699
2775,,20191228,1900,152223
2776,,20191228,1930,168308
2777,,20191228,2000,167964
2778,,20191228,2030,179629
2779,,20191228,2100,164275
2780,,20191228,2130,170395
2781,,20191228,2200,191319
2782,,20191228,2230,145122
2783,,20191228,2300,129742
2784,,20191228,2330,95271
2785,,20191229,0,107085
2786,,20191229,30,76678
2787,,20191229,100,54332
2788,,20191229,130,42164
2789,,20191229,200,33746
2790,,20191229,230,27238
2791,,20191229,300,22293
2792,,20191229,330,19826
2793,,20191229,400,18172
2794,,20191229,430,18495
2795,,20191229,500,21580
2796,,20191229,530,27326
2797,,20191229,600,40508
2798,,20191229,630,59856
2799,,20191229,700,109269
2800,,20191229,730,140930
2801,,20191229,800,160484
2802,,20191229,830,199808
2803,,20191229,900,205591
2804,,20191229,930,213356
2805,,20191229,1000,232344
2806,,20191229,1030,219796
2807,,20191229,1100,222962
2808,,20191229,1130,205896
2809,,20191229,1200,237150
2810,,20191229,1230,216753
2811,,20191229,1300,127395
2812,,20191229,1330,136796
2813,,20191229,1400,165027
2814,,20191229,1430,168614
2815,,20191229,1500,168127
2816,,20191229,1530,159403
2817,,20191229,1600,151147
2818,,20191229,1630,157957
2819,,20191229,1700,170121
2820,,20191229,1730,172804
2821,,20191229,1800,164678
2822,,20191229,1830,167414
2823,,20191229,1900,168079
2824,,20191229,1930,159092
2825,,20191229,2000,163248
2826,,20191229,2030,183431
2827,,20191229,2100,177787
2828,,20191229,2130,165337
2829,,20191229,2200,171227
2830,,20191229,2230,150717
2831,,20191229,2300,128295
2832,,20191229,2330,92090
2833,,20191230,0,98657
2834,,20191230,30,65716
2835,,20191230,100,51822
2836,,20191230,130,35903
2837,,20191230,200,32861
2838,,20191230,230,22440
2839,,20191230,300,21279
2840,,20191230,330,16834
2841,,20191230,400,19375
2842,,20191230,430,16830
2843,,20191230,500,23882
2844,,20191230,530,29385
2845,,20191230,600,51742
2846,,20191230,630,74490
2847,,20191230,700,130086
2848,,20191230,730,136020
2849,,20191230,800,187882
2850,,20191230,830,157121
2851,,20191230,900,201734
2852,,20191230,930,191661
2853,,20191230,1000,207914
2854,,20191230,1030,184602
2855,,20191230,1100,201105
2856,,20191230,1130,197475
2857,,20191230,1200,228382
2858,,20191230,1230,252017
2859,,20191230,1300,232629
2860,,20191230,1330,241634
2861,,20191230,1400,220875
2862,,20191230,1430,201902
2863,,20191230,1500,159197
2864,,20191230,1530,187845
2865,,20191230,1600,276646
2866,,20191230,1630,219922
2867,,20191230,1700,186834
2868,,20191230,1730,273214
2869,,20191230,1800,202945
2870,,20191230,1830,217289
2871,,20191230,1900,182327
2872,,20191230,1930,210249
2873,,20191230,2000,204254
2874,,20191230,2030,185617
2875,,20191230,2100,163334
2876,,20191230,2130,128127
2877,,20191230,2200,153883
2878,,20191230,2230,162636
2879,,20191230,2300,124162
2880,,20191230,2330,103686
2881,,20191231,0,110335
2882,,20191231,30,68205
2883,,20191231,100,48952
2884,,20191231,130,33043
2885,,20191231,200,29317
2886,,20191231,230,25716
2887,,20191231,300,20494
2888,,20191231,330,20466
2889,,20191231,400,21219
2890,,20191231,430,21490
2891,,20191231,500,28269
2892,,20191231,530,38018
2893,,20191231,600,60968
2894,,20191231,630,93621
2895,,20191231,700,131783
2896,,20191231,730,163871
2897,,20191231,800,185359
2898,,20191231,830,194401
2899,,20191231,900,178304
2900,,20191231,930,176015
2901,,20191231,1000,173986
2902,,20191231,1030,211459
2903,,20191231,1100,199880
2904,,20191231,1130,212907
2905,,20191231,1200,252673
2906,,20191231,1230,227571
2907,,20191231,1300,228042
2908,,20191231,1330,191900
2909,,20191231,1400,205620
2910,,20191231,1430,206560
2911,,20191231,1500,173635
2912,,20191231,1530,164068
2913,,20191231,1600,262462
2914,,20191231,1630,259054
2915,,20191231,1700,281769
2916,,20191231,1730,222917
2917,,20191231,1800,218913
2918,,20191231,1830,248329
2919,,20191231,1900,228342
2920,,20191231,1930,275596
2921,,20191231,2000,285086
2922,,20191231,2030,289017
2923,,20191231,2100,271416
2924,,20191231,2130,269040
2925,,20191231,2200,234154
2926,,20191231,2230,216059
2927,,20191231,2300,153944
2928,,20191231,2330,134272
2929,,20200101,0,129611
2930,,20200101,30,98020
2931,,20200101,100,84009
2932,,20200101,130,65429
2933,,20200101,200,55621
2934,,20200101,230,47829
2935,,20200101,300,40534
2936,,20200101,330,33555
2937,,20200101,400,35443
2938,,20200101,430,32111
2939,,20200101,500,73914
2940,,20200101,530,76241
2941,,20200101,600,108920
2942,,20200101,630,154417
2943,,20200101,700,216045
2944,,20200101,730,245889
2945,,20200101,800,240848
2946,,20200101,830,251457
2947,,20200101,900,272540
2948,,20200101,930,303847
2949,,20200101,1000,309874
2950,,20200101,1030,317545
2951,,20200101,1100,354056
2952,,20200101,1130,296787
2953,,20200101,1200,256381
2954,,20200101,1230,276604
2955,,20200101,1300,296257
2956,,20200101,1330,281586
2957,,20200101,1400,293160
2958,,20200101,1430,290814
2959,,20200101,1500,292554
2960,,20200101,1530,321116
2961,,20200101,1600,288732
2962,,20200101,1630,308445
2963,,20200101,1700,305260
2964,,20200101,1730,248452
2965,,20200101,1800,214555
2966,,20200101,1830,228744
2967,,20200101,1900,316973
2968,,20200101,1930,328808
2969,,20200101,2000,303999
2970,,20200101,2030,317573
2971,,20200101,2100,316621
2972,,20200101,2130,305106
2973,,20200101,2200,213095
2974,,20200101,2230,217840
2975,,20200101,2300,154879
2976,,20200101,2330,103535
2977,,20200102,0,107987
2978,,20200102,30,86397
2979,,20200102,100,64928
2980,,20200102,130,55568
2981,,20200102,200,47709
2982,,20200102,230,35134
2983,,20200102,300,30336
2984,,20200102,330,28915
2985,,20200102,400,28084
2986,,20200102,430,27048
2987,,20200102,500,37356
2988,,20200102,530,45750
2989,,20200102,600,65523
2990,,20200102,630,97438
2991,,20200102,700,119208
2992,,20200102,730,137135
2993,,20200102,800,190463
2994,,20200102,830,191390
2995,,20200102,900,283413
2996,,20200102,930,333266
2997,,20200102,1000,339960
2998,,20200102,1030,283816
2999,,20200102,1100,311884
3000,,20200102,1130,320437
3001,,20200102,1200,330866
3002,,20200102,1230,317268
3003,,20200102,1300,273845
3004,,20200102,1330,251525
3005,,20200102,1400,243384
3006,,20200102,1430,255718
3007,,20200102,1500,289903
3008,,20200102,1530,273481
3009,,20200102,1600,274987
3010,,20200102,1630,266586
3011,,20200102,1700,271991
3012,,20200102,1730,253632
3013,,20200102,1800,279649
3014,,20200102,1830,303877
3015,,20200102,1900,301352
3016,,20200102,1930,307615
3017,,20200102,2000,308577
3018,,20200102,2030,195043
3019,,20200102,2100,190012
3020,,20200102,2130,286912
3021,,20200102,2200,261120
3022,,20200102,2230,172577
3023,,20200102,2300,119955
3024,,20200102,2330,97387
3025,,20200103,0,112638
3026,,20200103,30,107167
3027,,20200103,100,95500
3028,,20200103,130,136483
3029,,20200103,200,94735
3030,,20200103,230,55315
3031,,20200103,300,46545
3032,,20200103,330,38826
3033,,20200103,400,34591
3034,,20200103,430,34742
3035,,20200103,500,44811
3036,,20200103,530,51092
3037,,20200103,600,55363
3038,,20200103,630,75607
3039,,20200103,700,109767
3040,,20200103,730,117818
3041,,20200103,800,155093
3042,,20200103,830,161031
3043,,20200103,900,195491
3044,,20200103,930,219973
3045,,20200103,1000,240904
3046,,20200103,1030,282062
3047,,20200103,1100,305729
3048,,20200103,1130,273783
3049,,20200103,1200,296423
3050,,20200103,1230,332656
3051,,20200103,1300,300226
3052,,20200103,1330,302264
3053,,20200103,1400,304296
3054,,20200103,1430,297799
3055,,20200103,1500,274652
3056,,20200103,1530,265039
3057,,20200103,1600,295697
3058,,20200103,1630,330572
3059,,20200103,1700,271748
3060,,20200103,1730,131456
3061,,20200103,1800,130837
3062,,20200103,1830,169988
3063,,20200103,1900,257815
3064,,20200103,1930,198173
3065,,20200103,2000,107620
3066,,20200103,2030,135293
3067,,20200103,2100,133728
3068,,20200103,2130,147538
3069,,20200103,2200,80979
3070,,20200103,2230,91703
3071,,20200103,2300,102091
3072,,20200103,2330,99238
3073,,20200104,0,91066
3074,,20200104,30,58158
3075,,20200104,100,36607
3076,,20200104,130,36341
3077,,20200104,200,32416
3078,,20200104,230,26416
3079,,20200104,300,22228
3080,,20200104,330,19731
3081,,20200104,400,19657
3082,,20200104,430,16734
3083,,20200104,500,22175
3084,,20200104,530,28541
3085,,20200104,600,40316
3086,,20200104,630,55363
3087,,20200104,700,82549
3088,,20200104,730,112456
3089,,20200104,800,243851
3090,,20200104,830,268632
3091,,20200104,900,301678
3092,,20200104,930,291729
3093,,20200104,1000,235601
3094,,20200104,1030,215253
3095,,20200104,1100,223516
3096,,20200104,1130,262127
3097,,20200104,1200,311934
3098,,20200104,1230,322472
3099,,20200104,1300,320898
3100,,20200104,1330,305750
3101,,20200104,1400,294531
3102,,20200104,1430,216147
3103,,20200104,1500,184353
3104,,20200104,1530,234758
3105,,20200104,1600,355227
3106,,20200104,1630,336932
3107,,20200104,1700,348318
3108,,20200104,1730,351414
3109,,20200104,1800,344860
3110,,20200104,1830,309510
3111,,20200104,1900,301034
3112,,20200104,1930,203895
3113,,20200104,2000,211796
3114,,20200104,2030,234633
3115,,20200104,2100,172813
3116,,20200104,2130,176496
3117,,20200104,2200,189343
3118,,20200104,2230,151583
3119,,20200104,2300,145007
3120,,20200104,2330,127495
3121,,20200105,0,113337
3122,,20200105,30,81219
3123,,20200105,100,65592
3124,,20200105,130,61133
3125,,20200105,200,55260
3126,,20200105,230,48135
3127,,20200105,300,42089
3128,,20200105,330,37492
3129,,20200105,400,36787
3130,,20200105,430,38340
3131,,20200105,500,38056
3132,,20200105,530,45971
3133,,20200105,600,55345
3134,,20200105,630,72534
3135,,20200105,700,130625
3136,,20200105,730,138304
3137,,20200105,800,186973
3138,,20200105,830,270977
3139,,20200105,900,254587
3140,,20200105,930,320876
3141,,20200105,1000,355060
3142,,20200105,1030,333521
3143,,20200105,1100,337725
3144,,20200105,1130,347865
3145,,20200105,1200,408203
3146,,20200105,1230,440060
3147,,20200105,1300,322850
3148,,20200105,1330,315471
3149,,20200105,1400,279861
3150,,20200105,1430,296813
3151,,20200105,1500,275482
3152,,20200105,1530,253717
3153,,20200105,1600,264431
3154,,20200105,1630,254379
3155,,20200105,1700,306132
3156,,20200105,1730,344786
